#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1062   0.103843E+04  -0.793173E+02   0.383696E-06  -0.793173E+02   0.294013E+02   0.491878E-06   0.383696E-06   0.491878E-06   0.412900E-08
  1063   0.104152E+04  -0.795793E+02   0.367837E-06  -0.795793E+02   0.291079E+02   0.488165E-06   0.367837E-06   0.488165E-06   0.412119E-08
  1064   0.104476E+04  -0.798274E+02   0.352267E-06  -0.798274E+02   0.288135E+02   0.484415E-06   0.352267E-06   0.484415E-06   0.411341E-08
  1065   0.104801E+04  -0.800466E+02   0.336985E-06  -0.800466E+02   0.285175E+02   0.480629E-06   0.336985E-06   0.480629E-06   0.410564E-08
  1066   0.105119E+04  -0.802369E+02   0.321990E-06  -0.802369E+02   0.282213E+02   0.476809E-06   0.321990E-06   0.476809E-06   0.409790E-08
  1067   0.105452E+04  -0.803983E+02   0.307282E-06  -0.803983E+02   0.279249E+02   0.472953E-06   0.307282E-06   0.472953E-06   0.409017E-08
  1068   0.105777E+04  -0.805381E+02   0.292860E-06  -0.805381E+02   0.276277E+02   0.469064E-06   0.292860E-06   0.469064E-06   0.408246E-08
  1069   0.106104E+04  -0.806638E+02   0.278722E-06  -0.806638E+02   0.273310E+02   0.465142E-06   0.278722E-06   0.465142E-06   0.407477E-08
  1070   0.106438E+04  -0.807605E+02   0.264868E-06  -0.807605E+02   0.270326E+02   0.461187E-06   0.264868E-06   0.461187E-06   0.406710E-08
  1071   0.106758E+04  -0.808282E+02   0.251296E-06  -0.808282E+02   0.267355E+02   0.457200E-06   0.251296E-06   0.457200E-06   0.405945E-08
  1072   0.107086E+04  -0.808668E+02   0.238007E-06  -0.808668E+02   0.264375E+02   0.453182E-06   0.238007E-06   0.453182E-06   0.405182E-08
  1073   0.107422E+04  -0.808837E+02   0.224998E-06  -0.808837E+02   0.261401E+02   0.449133E-06   0.224998E-06   0.449133E-06   0.404421E-08
  1074   0.107743E+04  -0.808790E+02   0.212270E-06  -0.808790E+02   0.258432E+02   0.445054E-06   0.212270E-06   0.445054E-06   0.403661E-08
  1075   0.108072E+04  -0.808525E+02   0.199821E-06  -0.808525E+02   0.255453E+02   0.440946E-06   0.199821E-06   0.440946E-06   0.402904E-08
  1076   0.108395E+04  -0.807969E+02   0.187651E-06  -0.807969E+02   0.252487E+02   0.436809E-06   0.187651E-06   0.436809E-06   0.402148E-08
  1077   0.108725E+04  -0.807269E+02   0.175758E-06  -0.807269E+02   0.249527E+02   0.432644E-06   0.175758E-06   0.432644E-06   0.401394E-08
  1078   0.109041E+04  -0.806129E+02   0.164142E-06  -0.806129E+02   0.246579E+02   0.428452E-06   0.164142E-06   0.428452E-06   0.400642E-08
  1079   0.109357E+04  -0.804919E+02   0.152801E-06  -0.804919E+02   0.243629E+02   0.424233E-06   0.152801E-06   0.424233E-06   0.399892E-08
  1080   0.109681E+04  -0.803491E+02   0.141735E-06  -0.803491E+02   0.240684E+02   0.419988E-06   0.141735E-06   0.419988E-06   0.399143E-08
  1081   0.109991E+04  -0.801770E+02   0.130944E-06  -0.801770E+02   0.237767E+02   0.415717E-06   0.130944E-06   0.415717E-06   0.398397E-08
  1082   0.110302E+04  -0.799830E+02   0.120425E-06  -0.799830E+02   0.234855E+02   0.411421E-06   0.120425E-06   0.411421E-06   0.397652E-08
  1083   0.110613E+04  -0.797671E+02   0.110178E-06  -0.797671E+02   0.231948E+02   0.407102E-06   0.110178E-06   0.407102E-06   0.396909E-08
  1084   0.110924E+04  -0.795292E+02   0.100203E-06  -0.795292E+02   0.229061E+02   0.402758E-06   0.100203E-06   0.402758E-06   0.396168E-08
  1085   0.111229E+04  -0.792619E+02   0.904981E-07  -0.792619E+02   0.226186E+02   0.398392E-06   0.904981E-07   0.398392E-06   0.395429E-08
  1086   0.111534E+04  -0.789875E+02   0.810627E-07  -0.789875E+02   0.223331E+02   0.394004E-06   0.810627E-07   0.394004E-06   0.394692E-08
  1087   0.111832E+04  -0.786688E+02   0.718959E-07  -0.786688E+02   0.220496E+02   0.389594E-06   0.718959E-07   0.389594E-06   0.393956E-08
  1088   0.112123E+04  -0.783429E+02   0.629969E-07  -0.783429E+02   0.217658E+02   0.385163E-06   0.629969E-07   0.385163E-06   0.393222E-08
  1089   0.112414E+04  -0.779875E+02   0.543646E-07  -0.779875E+02   0.214855E+02   0.380711E-06   0.543646E-07   0.380711E-06   0.392490E-08
  1090   0.112699E+04  -0.776248E+02   0.459983E-07  -0.776248E+02   0.212071E+02   0.376240E-06   0.459983E-07   0.376240E-06   0.391760E-08
  1091   0.112985E+04  -0.772252E+02   0.378971E-07  -0.772252E+02   0.209300E+02   0.371750E-06   0.378971E-07   0.371750E-06   0.391032E-08
  1092   0.113270E+04  -0.768108E+02   0.300600E-07  -0.768108E+02   0.206548E+02   0.367242E-06   0.300600E-07   0.367242E-06   0.390305E-08
  1093   0.113542E+04  -0.763743E+02   0.224862E-07  -0.763743E+02   0.203831E+02   0.362715E-06   0.224862E-07   0.362715E-06   0.389580E-08
  1094   0.113799E+04  -0.759229E+02   0.151748E-07  -0.759229E+02   0.201125E+02   0.358172E-06   0.151748E-07   0.358172E-06   0.388857E-08
  1095   0.114072E+04  -0.754568E+02   0.812488E-08  -0.754568E+02   0.198462E+02   0.353612E-06   0.812488E-08   0.353612E-06   0.388136E-08
  1096   0.114330E+04  -0.749610E+02   0.133554E-08  -0.749610E+02   0.195803E+02   0.349037E-06   0.133554E-08   0.349037E-06   0.387416E-08
  1097   0.114581E+04  -0.744429E+02  -0.519409E-08  -0.744429E+02   0.193178E+02   0.344446E-06  -0.519409E-08   0.344446E-06   0.386699E-08
  1098   0.114833E+04  -0.739099E+02  -0.114649E-07  -0.739099E+02   0.190587E+02   0.339841E-06  -0.114649E-07   0.339841E-06   0.385983E-08
  1099   0.115078E+04  -0.733621E+02  -0.174778E-07  -0.733621E+02   0.188023E+02   0.335222E-06  -0.174778E-07   0.335222E-06   0.385268E-08
  1100   0.115316E+04  -0.727918E+02  -0.232336E-07  -0.727918E+02   0.185493E+02   0.330589E-06  -0.232336E-07   0.330589E-06   0.384556E-08
  1101   0.115548E+04  -0.722044E+02  -0.287335E-07  -0.722044E+02   0.182983E+02   0.325944E-06  -0.287335E-07   0.325944E-06   0.383845E-08
  1102   0.115787E+04  -0.715975E+02  -0.339791E-07  -0.715975E+02   0.180506E+02   0.321287E-06  -0.339791E-07   0.321287E-06   0.383136E-08
  1103   0.116004E+04  -0.709742E+02  -0.389723E-07  -0.709742E+02   0.178063E+02   0.316618E-06  -0.389723E-07   0.316618E-06   0.382429E-08
  1104   0.116222E+04  -0.703329E+02  -0.437150E-07  -0.703329E+02   0.175662E+02   0.311939E-06  -0.437150E-07   0.311939E-06   0.381723E-08
  1105   0.116426E+04  -0.696757E+02  -0.482090E-07  -0.696757E+02   0.173288E+02   0.307248E-06  -0.482090E-07   0.307248E-06   0.381019E-08
  1106   0.116630E+04  -0.690013E+02  -0.524563E-07  -0.690013E+02   0.170941E+02   0.302548E-06  -0.524563E-07   0.302548E-06   0.380317E-08
  1107   0.116827E+04  -0.683111E+02  -0.564587E-07  -0.683111E+02   0.168635E+02   0.297838E-06  -0.564587E-07   0.297838E-06   0.379616E-08
  1108   0.117018E+04  -0.676057E+02  -0.602180E-07  -0.676057E+02   0.166355E+02   0.293119E-06  -0.602180E-07   0.293119E-06   0.378917E-08
  1109   0.117194E+04  -0.668845E+02  -0.637363E-07  -0.668845E+02   0.164096E+02   0.288391E-06  -0.637363E-07   0.288391E-06   0.378220E-08
  1110   0.117370E+04  -0.661489E+02  -0.670153E-07  -0.661489E+02   0.161900E+02   0.283656E-06  -0.670153E-07   0.283656E-06   0.377525E-08
  1111   0.117532E+04  -0.653981E+02  -0.700569E-07  -0.653981E+02   0.159738E+02   0.278913E-06  -0.700569E-07   0.278913E-06   0.376831E-08
  1112   0.117702E+04  -0.646344E+02  -0.728630E-07  -0.646344E+02   0.157611E+02   0.274162E-06  -0.728630E-07   0.274162E-06   0.376139E-08
  1113   0.117850E+04  -0.638554E+02  -0.754355E-07  -0.638554E+02   0.155533E+02   0.269406E-06  -0.754355E-07   0.269406E-06   0.375449E-08
  1114   0.117991E+04  -0.630642E+02  -0.777762E-07  -0.630642E+02   0.153481E+02   0.264643E-06  -0.777762E-07   0.264643E-06   0.374760E-08
  1115   0.118133E+04  -0.622607E+02  -0.798871E-07  -0.622607E+02   0.151479E+02   0.259875E-06  -0.798871E-07   0.259875E-06   0.374073E-08
  1116   0.118267E+04  -0.614441E+02  -0.817700E-07  -0.614441E+02   0.149519E+02   0.255101E-06  -0.817700E-07   0.255101E-06   0.373388E-08
  1117   0.118387E+04  -0.606160E+02  -0.834267E-07  -0.606160E+02   0.147600E+02   0.250323E-06  -0.834267E-07   0.250323E-06   0.372704E-08
  1118   0.118500E+04  -0.597748E+02  -0.848592E-07  -0.597748E+02   0.145731E+02   0.245542E-06  -0.848592E-07   0.245542E-06   0.372022E-08
  1119   0.118614E+04  -0.589235E+02  -0.860694E-07  -0.589235E+02   0.143896E+02   0.240756E-06  -0.860694E-07   0.240756E-06   0.371342E-08
  1120   0.118713E+04  -0.580613E+02  -0.870590E-07  -0.580613E+02   0.142110E+02   0.235968E-06  -0.870590E-07   0.235968E-06   0.370663E-08
  1121   0.118805E+04  -0.571874E+02  -0.878300E-07  -0.571874E+02   0.140367E+02   0.231177E-06  -0.878300E-07   0.231177E-06   0.369986E-08
  1122   0.118889E+04  -0.563048E+02  -0.883844E-07  -0.563048E+02   0.138665E+02   0.226384E-06  -0.883844E-07   0.226384E-06   0.369311E-08
  1123   0.118960E+04  -0.554127E+02  -0.887238E-07  -0.554127E+02   0.137020E+02   0.221590E-06  -0.887238E-07   0.221590E-06   0.368637E-08
  1124   0.119031E+04  -0.545111E+02  -0.888503E-07  -0.545111E+02   0.135409E+02   0.216794E-06  -0.888503E-07   0.216794E-06   0.367965E-08
  1125   0.119087E+04  -0.536000E+02  -0.887656E-07  -0.536000E+02   0.133848E+02   0.211998E-06  -0.887656E-07   0.211998E-06   0.367294E-08
  1126   0.119136E+04  -0.526816E+02  -0.884718E-07  -0.526816E+02   0.132336E+02   0.207202E-06  -0.884718E-07   0.207202E-06   0.366625E-08
  1127   0.119178E+04  -0.517551E+02  -0.879705E-07  -0.517551E+02   0.130867E+02   0.202407E-06  -0.879705E-07   0.202407E-06   0.365958E-08
  1128   0.119213E+04  -0.508220E+02  -0.872639E-07  -0.508220E+02   0.129454E+02   0.197613E-06  -0.872639E-07   0.197613E-06   0.365292E-08
  1129   0.119241E+04  -0.498808E+02  -0.863536E-07  -0.498808E+02   0.128091E+02   0.192820E-06  -0.863536E-07   0.192820E-06   0.364628E-08
  1130   0.119247E+04  -0.489337E+02  -0.852416E-07  -0.489337E+02   0.126769E+02   0.188029E-06  -0.852416E-07   0.188029E-06   0.363966E-08
  1131   0.119260E+04  -0.479814E+02  -0.839297E-07  -0.479814E+02   0.125497E+02   0.183241E-06  -0.839297E-07   0.183241E-06   0.363305E-08
  1132   0.119259E+04  -0.470224E+02  -0.824199E-07  -0.470224E+02   0.124275E+02   0.178456E-06  -0.824199E-07   0.178456E-06   0.362646E-08
  1133   0.119244E+04  -0.460590E+02  -0.807140E-07  -0.460590E+02   0.123110E+02   0.173674E-06  -0.807140E-07   0.173674E-06   0.361988E-08
  1134   0.119228E+04  -0.450902E+02  -0.788139E-07  -0.450902E+02   0.121987E+02   0.168897E-06  -0.788139E-07   0.168897E-06   0.361332E-08
  1135   0.119199E+04  -0.441170E+02  -0.767214E-07  -0.441170E+02   0.120913E+02   0.164124E-06  -0.767214E-07   0.164124E-06   0.360677E-08
  1136   0.119161E+04  -0.431414E+02  -0.744385E-07  -0.431414E+02   0.119897E+02   0.159356E-06  -0.744385E-07   0.159356E-06   0.360024E-08
  1137   0.119117E+04  -0.421605E+02  -0.719670E-07  -0.421605E+02   0.118922E+02   0.154594E-06  -0.719670E-07   0.154594E-06   0.359373E-08
  1138   0.119066E+04  -0.411781E+02  -0.693088E-07  -0.411781E+02   0.118012E+02   0.149837E-06  -0.693088E-07   0.149837E-06   0.358723E-08
  1139   0.119007E+04  -0.401917E+02  -0.664657E-07  -0.401917E+02   0.117137E+02   0.145088E-06  -0.664657E-07   0.145088E-06   0.358075E-08
  1140   0.118934E+04  -0.392044E+02  -0.634397E-07  -0.392044E+02   0.116327E+02   0.140345E-06  -0.634397E-07   0.140345E-06   0.357428E-08
  1141   0.118853E+04  -0.382147E+02  -0.602327E-07  -0.382147E+02   0.115551E+02   0.135610E-06  -0.602327E-07   0.135610E-06   0.356783E-08
  1142   0.118766E+04  -0.372241E+02  -0.568464E-07  -0.372241E+02   0.114840E+02   0.130883E-06  -0.568464E-07   0.130883E-06   0.356139E-08
  1143   0.118671E+04  -0.362332E+02  -0.532828E-07  -0.362332E+02   0.114172E+02   0.126165E-06  -0.532828E-07   0.126165E-06   0.355497E-08
  1144   0.118554E+04  -0.352420E+02  -0.495438E-07  -0.352420E+02   0.113553E+02   0.121455E-06  -0.495438E-07   0.121455E-06   0.354857E-08
  1145   0.118444E+04  -0.342506E+02  -0.456312E-07  -0.342506E+02   0.112998E+02   0.116756E-06  -0.456312E-07   0.116756E-06   0.354218E-08
  1146   0.118320E+04  -0.332596E+02  -0.415469E-07  -0.332596E+02   0.112487E+02   0.112066E-06  -0.415469E-07   0.112066E-06   0.353580E-08
  1147   0.118189E+04  -0.322698E+02  -0.372928E-07  -0.322698E+02   0.112032E+02   0.107387E-06  -0.372928E-07   0.107387E-06   0.352944E-08
  1148   0.118043E+04  -0.312811E+02  -0.328707E-07  -0.312811E+02   0.111620E+02   0.102719E-06  -0.328707E-07   0.102719E-06   0.352310E-08
  1149   0.117897E+04  -0.302951E+02  -0.282826E-07  -0.302951E+02   0.111265E+02   0.980632E-07  -0.282826E-07   0.980632E-07   0.351677E-08
  1150   0.117736E+04  -0.293108E+02  -0.235303E-07  -0.293108E+02   0.110960E+02   0.934191E-07  -0.235303E-07   0.934191E-07   0.351046E-08
  1151   0.117576E+04  -0.283292E+02  -0.186157E-07  -0.283292E+02   0.110705E+02   0.887876E-07  -0.186157E-07   0.887876E-07   0.350416E-08
  1152   0.117393E+04  -0.273509E+02  -0.135402E-07  -0.273509E+02   0.110499E+02   0.841688E-07  -0.135402E-07   0.841688E-07   0.349787E-08
  1153   0.117218E+04  -0.263766E+02  -0.830538E-08  -0.263766E+02   0.110352E+02   0.795630E-07  -0.830538E-08   0.795630E-07   0.349160E-08
  1154   0.117028E+04  -0.254049E+02  -0.291274E-08  -0.254049E+02   0.110254E+02   0.749702E-07  -0.291274E-08   0.749702E-07   0.348535E-08
  1155   0.116831E+04  -0.244380E+02   0.263625E-08  -0.244380E+02   0.110207E+02   0.703906E-07   0.263625E-08   0.703906E-07   0.347911E-08
  1156   0.116619E+04  -0.234767E+02   0.834010E-08  -0.234767E+02   0.110202E+02   0.658244E-07   0.834010E-08   0.658244E-07   0.347289E-08
  1157   0.116400E+04  -0.225195E+02   0.141973E-07  -0.225195E+02   0.110248E+02   0.612716E-07   0.141973E-07   0.612716E-07   0.346668E-08
  1158   0.116180E+04  -0.215685E+02   0.202064E-07  -0.215685E+02   0.110351E+02   0.567325E-07   0.202064E-07   0.567325E-07   0.346048E-08
  1159   0.115954E+04  -0.206231E+02   0.263658E-07  -0.206231E+02   0.110497E+02   0.522072E-07   0.263658E-07   0.522072E-07   0.345430E-08
  1160   0.115705E+04  -0.196856E+02   0.326742E-07  -0.196856E+02   0.110701E+02   0.476959E-07   0.326742E-07   0.476959E-07   0.344814E-08
  1161   0.115463E+04  -0.187536E+02   0.391300E-07  -0.187536E+02   0.110948E+02   0.431986E-07   0.391300E-07   0.431986E-07   0.344199E-08
  1162   0.115207E+04  -0.178294E+02   0.457316E-07  -0.178294E+02   0.111246E+02   0.387155E-07   0.457316E-07   0.387155E-07   0.343585E-08
  1163   0.114943E+04  -0.169130E+02   0.524777E-07  -0.169130E+02   0.111594E+02   0.342467E-07   0.524777E-07   0.342467E-07   0.342973E-08
  1164   0.114679E+04  -0.160044E+02   0.593667E-07  -0.160044E+02   0.111993E+02   0.297925E-07   0.593667E-07   0.297925E-07   0.342362E-08
  1165   0.114401E+04  -0.151037E+02   0.663972E-07  -0.151037E+02   0.112436E+02   0.253530E-07   0.663972E-07   0.253530E-07   0.341753E-08
  1166   0.114107E+04  -0.142123E+02   0.735676E-07  -0.142123E+02   0.112929E+02   0.209282E-07   0.735676E-07   0.209282E-07   0.341145E-08
  1167   0.113821E+04  -0.133301E+02   0.808764E-07  -0.133301E+02   0.113465E+02   0.165184E-07   0.808764E-07   0.165184E-07   0.340539E-08
  1168   0.113520E+04  -0.124566E+02   0.883222E-07  -0.124566E+02   0.114053E+02   0.121236E-07   0.883222E-07   0.121236E-07   0.339934E-08
  1169   0.113219E+04  -0.115946E+02   0.959035E-07  -0.115946E+02   0.114683E+02   0.774413E-08   0.959035E-07   0.774413E-08   0.339330E-08
  1170   0.112910E+04  -0.107412E+02   0.103619E-06  -0.107412E+02   0.115358E+02   0.338000E-08   0.103619E-06   0.338000E-08   0.338728E-08
  1171   0.112587E+04  -0.989929E+01   0.111467E-06  -0.989929E+01   0.116083E+02  -0.968607E-09   0.111467E-06  -0.968607E-09   0.338127E-08
  1172   0.112263E+04  -0.906823E+01   0.119445E-06  -0.906823E+01   0.116853E+02  -0.530155E-08   0.119445E-06  -0.530155E-08   0.337528E-08
  1173   0.111932E+04  -0.824799E+01   0.127554E-06  -0.824799E+01   0.117666E+02  -0.961868E-08   0.127554E-06  -0.961868E-08   0.336930E-08
  1174   0.111593E+04  -0.743969E+01   0.135790E-06  -0.743969E+01   0.118515E+02  -0.139199E-07   0.135790E-06  -0.139199E-07   0.336334E-08
  1175   0.111247E+04  -0.664325E+01   0.144153E-06  -0.664325E+01   0.119408E+02  -0.182049E-07   0.144153E-06  -0.182049E-07   0.335739E-08
  1176   0.110886E+04  -0.585943E+01   0.152641E-06  -0.585943E+01   0.120346E+02  -0.224738E-07   0.152641E-06  -0.224738E-07   0.335145E-08
  1177   0.110532E+04  -0.508778E+01   0.161252E-06  -0.508778E+01   0.121334E+02  -0.267262E-07   0.161252E-06  -0.267262E-07   0.334553E-08
  1178   0.110163E+04  -0.432896E+01   0.169985E-06  -0.432896E+01   0.122352E+02  -0.309621E-07   0.169985E-06  -0.309621E-07   0.333962E-08
  1179   0.109801E+04  -0.358322E+01   0.178840E-06  -0.358322E+01   0.123429E+02  -0.351813E-07   0.178840E-06  -0.351813E-07   0.333373E-08
  1180   0.109425E+04  -0.285085E+01   0.187813E-06  -0.285085E+01   0.124542E+02  -0.393838E-07   0.187813E-06  -0.393838E-07   0.332785E-08
  1181   0.109048E+04  -0.213214E+01   0.196903E-06  -0.213214E+01   0.125685E+02  -0.435692E-07   0.196903E-06  -0.435692E-07   0.332198E-08
  1182   0.108656E+04  -0.142741E+01   0.206110E-06  -0.142741E+01   0.126872E+02  -0.477375E-07   0.206110E-06  -0.477375E-07   0.331613E-08
  1183   0.108263E+04  -0.736800E+00   0.215432E-06  -0.736800E+00   0.128096E+02  -0.518886E-07   0.215432E-06  -0.518886E-07   0.331029E-08
  1184   0.107864E+04  -0.607112E-01   0.224866E-06  -0.607112E-01   0.129350E+02  -0.560223E-07   0.224866E-06  -0.560223E-07   0.330446E-08
  1185   0.107464E+04   0.600772E+00   0.234412E-06   0.600772E+00   0.130656E+02  -0.601384E-07   0.234412E-06  -0.601384E-07   0.329865E-08
  1186   0.107056E+04   0.124721E+01   0.244068E-06   0.124721E+01   0.131991E+02  -0.642368E-07   0.244068E-06  -0.642368E-07   0.329285E-08
  1187   0.106648E+04   0.187847E+01   0.253833E-06   0.187847E+01   0.133363E+02  -0.683174E-07   0.253833E-06  -0.683174E-07   0.328707E-08
  1188   0.106232E+04   0.249417E+01   0.263705E-06   0.249417E+01   0.134765E+02  -0.723800E-07   0.263705E-06  -0.723800E-07   0.328130E-08
  1189   0.105809E+04   0.309440E+01   0.273683E-06   0.309440E+01   0.136204E+02  -0.764245E-07   0.273683E-06  -0.764245E-07   0.327554E-08
  1190   0.105385E+04   0.367869E+01   0.283765E-06   0.367869E+01   0.137674E+02  -0.804507E-07   0.283765E-06  -0.804507E-07   0.326979E-08
  1191   0.104954E+04   0.424712E+01   0.293950E-06   0.424712E+01   0.139180E+02  -0.844585E-07   0.293950E-06  -0.844585E-07   0.326406E-08
  1192   0.104522E+04   0.479925E+01   0.304235E-06   0.479925E+01   0.140717E+02  -0.884477E-07   0.304235E-06  -0.884477E-07   0.325835E-08
  1193   0.104083E+04   0.533506E+01   0.314621E-06   0.533506E+01   0.142284E+02  -0.924183E-07   0.314621E-06  -0.924183E-07   0.325264E-08
  1194   0.103643E+04   0.585447E+01   0.325104E-06   0.585447E+01   0.143880E+02  -0.963699E-07   0.325104E-06  -0.963699E-07   0.324695E-08
  1195   0.103203E+04   0.635720E+01   0.335685E-06   0.635720E+01   0.145507E+02  -0.100303E-06   0.335685E-06  -0.100303E-06   0.324127E-08
  1196   0.102748E+04   0.684278E+01   0.346360E-06   0.684278E+01   0.147172E+02  -0.104216E-06   0.346360E-06  -0.104216E-06   0.323561E-08
  1197   0.102300E+04   0.731152E+01   0.357130E-06   0.731152E+01   0.148852E+02  -0.108110E-06   0.357130E-06  -0.108110E-06   0.322996E-08
  1198   0.101844E+04   0.776200E+01   0.367991E-06   0.776200E+01   0.150562E+02  -0.111985E-06   0.367991E-06  -0.111985E-06   0.322432E-08
  1199   0.101388E+04   0.819643E+01   0.378944E-06   0.819643E+01   0.152296E+02  -0.115841E-06   0.378944E-06  -0.115841E-06   0.321869E-08
  1200   0.100924E+04   0.861327E+01   0.389985E-06   0.861327E+01   0.154060E+02  -0.119676E-06   0.389985E-06  -0.119676E-06   0.321308E-08
  1201   0.100466E+04   0.901175E+01   0.401113E-06   0.901175E+01   0.155839E+02  -0.123492E-06   0.401113E-06  -0.123492E-06   0.320748E-08
  1202   0.999941E+03   0.939335E+01   0.412316E-06   0.939335E+01   0.157657E+02  -0.127287E-06   0.412316E-06  -0.127287E-06   0.320189E-08
  1203   0.995288E+03   0.975656E+01   0.423584E-06   0.975656E+01   0.159490E+02  -0.131060E-06   0.423584E-06  -0.131060E-06   0.319632E-08
  1204   0.990557E+03   0.101021E+02   0.434904E-06   0.101021E+02   0.161347E+02  -0.134812E-06   0.434904E-06  -0.134812E-06   0.319076E-08
  1205   0.985821E+03   0.104292E+02   0.446264E-06   0.104292E+02   0.163212E+02  -0.138541E-06   0.446264E-06  -0.138541E-06   0.318521E-08
  1206   0.981082E+03   0.107386E+02   0.457653E-06   0.107386E+02   0.165107E+02  -0.142247E-06   0.457653E-06  -0.142247E-06   0.317968E-08
  1207   0.976413E+03   0.110287E+02   0.469058E-06   0.110287E+02   0.167019E+02  -0.145929E-06   0.469058E-06  -0.145929E-06   0.317415E-08
  1208   0.971665E+03   0.113019E+02   0.480468E-06   0.113019E+02   0.168954E+02  -0.149586E-06   0.480468E-06  -0.149586E-06   0.316865E-08
  1209   0.966839E+03   0.115565E+02   0.491871E-06   0.115565E+02   0.170897E+02  -0.153217E-06   0.491871E-06  -0.153217E-06   0.316315E-08
  1210   0.962083E+03   0.117918E+02   0.503256E-06   0.117918E+02   0.172857E+02  -0.156823E-06   0.503256E-06  -0.156823E-06   0.315766E-08
  1211   0.957249E+03   0.120085E+02   0.514609E-06   0.120085E+02   0.174839E+02  -0.160401E-06   0.514609E-06  -0.160401E-06   0.315219E-08
  1212   0.952486E+03   0.122074E+02   0.525920E-06   0.122074E+02   0.176831E+02  -0.163952E-06   0.525920E-06  -0.163952E-06   0.314673E-08
  1213   0.947643E+03   0.123885E+02   0.537177E-06   0.123885E+02   0.178831E+02  -0.167474E-06   0.537177E-06  -0.167474E-06   0.314129E-08
  1214   0.942871E+03   0.125501E+02   0.548367E-06   0.125501E+02   0.180855E+02  -0.170968E-06   0.548367E-06  -0.170968E-06   0.313585E-08
  1215   0.938095E+03   0.126931E+02   0.559479E-06   0.126931E+02   0.182880E+02  -0.174432E-06   0.559479E-06  -0.174432E-06   0.313043E-08
  1216   0.933314E+03   0.128174E+02   0.570501E-06   0.128174E+02   0.184922E+02  -0.177865E-06   0.570501E-06  -0.177865E-06   0.312502E-08
  1217   0.928381E+03   0.129237E+02   0.581421E-06   0.129237E+02   0.186972E+02  -0.181268E-06   0.581421E-06  -0.181268E-06   0.311963E-08
  1218   0.923592E+03   0.130106E+02   0.592228E-06   0.130106E+02   0.189039E+02  -0.184638E-06   0.592228E-06  -0.184638E-06   0.311424E-08
  1219   0.918725E+03   0.130802E+02   0.602909E-06   0.130802E+02   0.191099E+02  -0.187977E-06   0.602909E-06  -0.187977E-06   0.310887E-08
  1220   0.913928E+03   0.131302E+02   0.613452E-06   0.131302E+02   0.193169E+02  -0.191282E-06   0.613452E-06  -0.191282E-06   0.310351E-08
  1221   0.909126E+03   0.131623E+02   0.623847E-06   0.131623E+02   0.195240E+02  -0.194553E-06   0.623847E-06  -0.194553E-06   0.309816E-08
  1222   0.904321E+03   0.131747E+02   0.634080E-06   0.131747E+02   0.197328E+02  -0.197789E-06   0.634080E-06  -0.197789E-06   0.309283E-08
  1223   0.899511E+03   0.131706E+02   0.644140E-06   0.131706E+02   0.199417E+02  -0.200991E-06   0.644140E-06  -0.200991E-06   0.308750E-08
  1224   0.894696E+03   0.131461E+02   0.654016E-06   0.131461E+02   0.201493E+02  -0.204156E-06   0.654016E-06  -0.204156E-06   0.308219E-08
  1225   0.889952E+03   0.131035E+02   0.663695E-06   0.131035E+02   0.203586E+02  -0.207284E-06   0.663695E-06  -0.207284E-06   0.307689E-08
  1226   0.885204E+03   0.130434E+02   0.673165E-06   0.130434E+02   0.205673E+02  -0.210376E-06   0.673165E-06  -0.210376E-06   0.307160E-08
  1227   0.880525E+03   0.129644E+02   0.682415E-06   0.129644E+02   0.207762E+02  -0.213429E-06   0.682415E-06  -0.213429E-06   0.306633E-08
  1228   0.875768E+03   0.128680E+02   0.691433E-06   0.128680E+02   0.209853E+02  -0.216443E-06   0.691433E-06  -0.216443E-06   0.306107E-08
  1229   0.871080E+03   0.127525E+02   0.700207E-06   0.127525E+02   0.211938E+02  -0.219418E-06   0.700207E-06  -0.219418E-06   0.305582E-08
  1230   0.866240E+03   0.126203E+02   0.708724E-06   0.126203E+02   0.214017E+02  -0.222352E-06   0.708724E-06  -0.222352E-06   0.305058E-08
  1231   0.861544E+03   0.124699E+02   0.716975E-06   0.124699E+02   0.216099E+02  -0.225246E-06   0.716975E-06  -0.225246E-06   0.304535E-08
  1232   0.856844E+03   0.123026E+02   0.724945E-06   0.123026E+02   0.218167E+02  -0.228098E-06   0.724945E-06  -0.228098E-06   0.304013E-08
  1233   0.852288E+03   0.121162E+02   0.732624E-06   0.121162E+02   0.220246E+02  -0.230908E-06   0.732624E-06  -0.230908E-06   0.303493E-08
  1234   0.847653E+03   0.119138E+02   0.740000E-06   0.119138E+02   0.222304E+02  -0.233675E-06   0.740000E-06  -0.233675E-06   0.302974E-08
  1235   0.843311E+03   0.116937E+02   0.747060E-06   0.116937E+02   0.224364E+02  -0.236398E-06   0.747060E-06  -0.236398E-06   0.302456E-08
  1236   0.838815E+03   0.114567E+02   0.753794E-06   0.114567E+02   0.226403E+02  -0.239077E-06   0.753794E-06  -0.239077E-06   0.301939E-08
  1237   0.834316E+03   0.112020E+02   0.760189E-06   0.112020E+02   0.228438E+02  -0.241710E-06   0.760189E-06  -0.241710E-06   0.301423E-08
  1238   0.829886E+03   0.109304E+02   0.766233E-06   0.109304E+02   0.230467E+02  -0.244298E-06   0.766233E-06  -0.244298E-06   0.300909E-08
