#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1833   0.303065E+03  -0.136071E+01   0.892604E-06  -0.136071E+01   0.745135E+01  -0.856616E-07   0.892604E-06  -0.856616E-07   0.120285E-08
  1834   0.301685E+03  -0.125946E+01   0.881806E-06  -0.125946E+01   0.750657E+01  -0.853412E-07   0.881806E-06  -0.853412E-07   0.120113E-08
  1835   0.300296E+03  -0.116339E+01   0.872505E-06  -0.116339E+01   0.756334E+01  -0.850631E-07   0.872505E-06  -0.850631E-07   0.119941E-08
  1836   0.298905E+03  -0.107302E+01   0.864772E-06  -0.107302E+01   0.762167E+01  -0.848318E-07   0.864772E-06  -0.848318E-07   0.119770E-08
  1837   0.297521E+03  -0.988069E+00   0.858680E-06  -0.988069E+00   0.767859E+01  -0.846517E-07   0.858680E-06  -0.846517E-07   0.119598E-08
  1838   0.296136E+03  -0.908688E+00   0.854298E-06  -0.908688E+00   0.773706E+01  -0.845272E-07   0.854298E-06  -0.845272E-07   0.119427E-08
  1839   0.294741E+03  -0.834739E+00   0.851700E-06  -0.834739E+00   0.779636E+01  -0.844626E-07   0.851700E-06  -0.844626E-07   0.119257E-08
  1840   0.293360E+03  -0.766376E+00   0.850956E-06  -0.766376E+00   0.785499E+01  -0.844625E-07   0.850956E-06  -0.844625E-07   0.119086E-08
  1841   0.291978E+03  -0.703459E+00   0.852139E-06  -0.703459E+00   0.791518E+01  -0.845312E-07   0.852139E-06  -0.845312E-07   0.118916E-08
  1842   0.290594E+03  -0.646069E+00   0.855319E-06  -0.646069E+00   0.797546E+01  -0.846731E-07   0.855319E-06  -0.846731E-07   0.118746E-08
  1843   0.289209E+03  -0.594214E+00   0.860569E-06  -0.594214E+00   0.803582E+01  -0.848926E-07   0.860569E-06  -0.848926E-07   0.118576E-08
  1844   0.287830E+03  -0.547752E+00   0.867960E-06  -0.547752E+00   0.809701E+01  -0.851942E-07   0.867960E-06  -0.851942E-07   0.118407E-08
  1845   0.286471E+03  -0.506841E+00   0.877564E-06  -0.506841E+00   0.815829E+01  -0.855822E-07   0.877564E-06  -0.855822E-07   0.118238E-08
  1846   0.285089E+03  -0.471264E+00   0.889453E-06  -0.471264E+00   0.822040E+01  -0.860611E-07   0.889453E-06  -0.860611E-07   0.118069E-08
  1847   0.283721E+03  -0.441326E+00   0.903697E-06  -0.441326E+00   0.828260E+01  -0.866352E-07   0.903697E-06  -0.866352E-07   0.117900E-08
  1848   0.282350E+03  -0.416663E+00   0.920369E-06  -0.416663E+00   0.834489E+01  -0.873091E-07   0.920369E-06  -0.873091E-07   0.117732E-08
  1849   0.280986E+03  -0.397431E+00   0.939541E-06  -0.397431E+00   0.840728E+01  -0.880870E-07   0.939541E-06  -0.880870E-07   0.117564E-08
  1850   0.279628E+03  -0.383563E+00   0.961283E-06  -0.383563E+00   0.846977E+01  -0.889734E-07   0.961283E-06  -0.889734E-07   0.117396E-08
  1851   0.278253E+03  -0.375068E+00   0.985640E-06  -0.375068E+00   0.853309E+01  -0.899713E-07   0.985640E-06  -0.899713E-07   0.117228E-08
  1852   0.276914E+03  -0.371951E+00   0.101254E-05  -0.371951E+00   0.859726E+01  -0.910779E-07   0.101254E-05  -0.910779E-07   0.117061E-08
  1853   0.275559E+03  -0.374071E+00   0.104190E-05  -0.374071E+00   0.866005E+01  -0.922888E-07   0.104190E-05  -0.922888E-07   0.116894E-08
  1854   0.274217E+03  -0.381585E+00   0.107362E-05  -0.381585E+00   0.872292E+01  -0.935998E-07   0.107362E-05  -0.935998E-07   0.116727E-08
  1855   0.272881E+03  -0.394277E+00   0.110760E-05  -0.394277E+00   0.878516E+01  -0.950066E-07   0.110760E-05  -0.950066E-07   0.116561E-08
  1856   0.271559E+03  -0.412079E+00   0.114374E-05  -0.412079E+00   0.884824E+01  -0.965050E-07   0.114374E-05  -0.965050E-07   0.116395E-08
  1857   0.270235E+03  -0.435147E+00   0.118197E-05  -0.435147E+00   0.891215E+01  -0.980907E-07   0.118197E-05  -0.980907E-07   0.116229E-08
  1858   0.268917E+03  -0.463340E+00   0.122217E-05  -0.463340E+00   0.897468E+01  -0.997594E-07   0.122217E-05  -0.997594E-07   0.116063E-08
  1859   0.267613E+03  -0.496739E+00   0.126425E-05  -0.496739E+00   0.903805E+01  -0.101507E-06   0.126425E-05  -0.101507E-06   0.115898E-08
  1860   0.266307E+03  -0.535055E+00   0.130812E-05  -0.535055E+00   0.910002E+01  -0.103329E-06   0.130812E-05  -0.103329E-06   0.115733E-08
  1861   0.265023E+03  -0.578517E+00   0.135369E-05  -0.578517E+00   0.916284E+01  -0.105221E-06   0.135369E-05  -0.105221E-06   0.115568E-08
  1862   0.263744E+03  -0.626836E+00   0.140086E-05  -0.626836E+00   0.922501E+01  -0.107179E-06   0.140086E-05  -0.107179E-06   0.115403E-08
  1863   0.262457E+03  -0.680018E+00   0.144953E-05  -0.680018E+00   0.928728E+01  -0.109199E-06   0.144953E-05  -0.109199E-06   0.115239E-08
  1864   0.261198E+03  -0.738145E+00   0.149961E-05  -0.738145E+00   0.935038E+01  -0.111276E-06   0.149961E-05  -0.111276E-06   0.115075E-08
  1865   0.259937E+03  -0.801076E+00   0.155101E-05  -0.801076E+00   0.941210E+01  -0.113406E-06   0.155101E-05  -0.113406E-06   0.114911E-08
  1866   0.258698E+03  -0.868818E+00   0.160362E-05  -0.868818E+00   0.947316E+01  -0.115585E-06   0.160362E-05  -0.115585E-06   0.114747E-08
  1867   0.257450E+03  -0.941081E+00   0.165737E-05  -0.941081E+00   0.953433E+01  -0.117809E-06   0.165737E-05  -0.117809E-06   0.114584E-08
  1868   0.256223E+03  -0.101817E+01   0.171214E-05  -0.101817E+01   0.959484E+01  -0.120073E-06   0.171214E-05  -0.120073E-06   0.114421E-08
  1869   0.255010E+03  -0.109972E+01   0.176785E-05  -0.109972E+01   0.965471E+01  -0.122373E-06   0.176785E-05  -0.122373E-06   0.114258E-08
  1870   0.253803E+03  -0.118596E+01   0.182440E-05  -0.118596E+01   0.971467E+01  -0.124705E-06   0.182440E-05  -0.124705E-06   0.114095E-08
  1871   0.252602E+03  -0.127652E+01   0.188169E-05  -0.127652E+01   0.977472E+01  -0.127064E-06   0.188169E-05  -0.127064E-06   0.113933E-08
  1872   0.251423E+03  -0.137165E+01   0.193964E-05  -0.137165E+01   0.983338E+01  -0.129446E-06   0.193964E-05  -0.129446E-06   0.113771E-08
  1873   0.250249E+03  -0.147104E+01   0.199815E-05  -0.147104E+01   0.989214E+01  -0.131848E-06   0.199815E-05  -0.131848E-06   0.113609E-08
  1874   0.249090E+03  -0.157478E+01   0.205711E-05  -0.157478E+01   0.994950E+01  -0.134264E-06   0.205711E-05  -0.134264E-06   0.113447E-08
  1875   0.247944E+03  -0.168272E+01   0.211645E-05  -0.168272E+01   0.100070E+02  -0.136691E-06   0.211645E-05  -0.136691E-06   0.113286E-08
  1876   0.246804E+03  -0.179473E+01   0.217605E-05  -0.179473E+01   0.100638E+02  -0.139124E-06   0.217605E-05  -0.139124E-06   0.113125E-08
  1877   0.245678E+03  -0.191089E+01   0.223583E-05  -0.191089E+01   0.101199E+02  -0.141558E-06   0.223583E-05  -0.141558E-06   0.112964E-08
  1878   0.244559E+03  -0.203105E+01   0.229570E-05  -0.203105E+01   0.101747E+02  -0.143991E-06   0.229570E-05  -0.143991E-06   0.112804E-08
  1879   0.243460E+03  -0.215501E+01   0.235555E-05  -0.215501E+01   0.102288E+02  -0.146416E-06   0.235555E-05  -0.146416E-06   0.112644E-08
  1880   0.242376E+03  -0.228298E+01   0.241530E-05  -0.228298E+01   0.102822E+02  -0.148831E-06   0.241530E-05  -0.148831E-06   0.112483E-08
  1881   0.241305E+03  -0.241461E+01   0.247484E-05  -0.241461E+01   0.103351E+02  -0.151230E-06   0.247484E-05  -0.151230E-06   0.112324E-08
  1882   0.240241E+03  -0.254990E+01   0.253409E-05  -0.254990E+01   0.103879E+02  -0.153610E-06   0.253409E-05  -0.153610E-06   0.112164E-08
  1883   0.239198E+03  -0.268886E+01   0.259295E-05  -0.268886E+01   0.104387E+02  -0.155967E-06   0.259295E-05  -0.155967E-06   0.112005E-08
  1884   0.238169E+03  -0.283135E+01   0.265132E-05  -0.283135E+01   0.104903E+02  -0.158295E-06   0.265132E-05  -0.158295E-06   0.111846E-08
  1885   0.237153E+03  -0.297738E+01   0.270910E-05  -0.297738E+01   0.105398E+02  -0.160591E-06   0.270910E-05  -0.160591E-06   0.111687E-08
  1886   0.236145E+03  -0.312665E+01   0.276622E-05  -0.312665E+01   0.105893E+02  -0.162850E-06   0.276622E-05  -0.162850E-06   0.111529E-08
  1887   0.235150E+03  -0.327940E+01   0.282256E-05  -0.327940E+01   0.106375E+02  -0.165069E-06   0.282256E-05  -0.165069E-06   0.111370E-08
  1888   0.234184E+03  -0.343526E+01   0.287803E-05  -0.343526E+01   0.106842E+02  -0.167242E-06   0.287803E-05  -0.167242E-06   0.111212E-08
  1889   0.233217E+03  -0.359431E+01   0.293255E-05  -0.359431E+01   0.107303E+02  -0.169366E-06   0.293255E-05  -0.169366E-06   0.111054E-08
  1890   0.232271E+03  -0.375649E+01   0.298601E-05  -0.375649E+01   0.107758E+02  -0.171437E-06   0.298601E-05  -0.171437E-06   0.110897E-08
  1891   0.231347E+03  -0.392150E+01   0.303832E-05  -0.392150E+01   0.108206E+02  -0.173449E-06   0.303832E-05  -0.173449E-06   0.110739E-08
  1892   0.230429E+03  -0.408959E+01   0.308939E-05  -0.408959E+01   0.108640E+02  -0.175400E-06   0.308939E-05  -0.175400E-06   0.110582E-08
  1893   0.229525E+03  -0.426029E+01   0.313911E-05  -0.426029E+01   0.109067E+02  -0.177284E-06   0.313911E-05  -0.177284E-06   0.110426E-08
  1894   0.228643E+03  -0.443364E+01   0.318740E-05  -0.443364E+01   0.109480E+02  -0.179097E-06   0.318740E-05  -0.179097E-06   0.110269E-08
  1895   0.227768E+03  -0.460970E+01   0.323417E-05  -0.460970E+01   0.109887E+02  -0.180835E-06   0.323417E-05  -0.180835E-06   0.110113E-08
  1896   0.226913E+03  -0.478833E+01   0.327930E-05  -0.478833E+01   0.110288E+02  -0.182494E-06   0.327930E-05  -0.182494E-06   0.109957E-08
  1897   0.226081E+03  -0.496940E+01   0.332272E-05  -0.496940E+01   0.110667E+02  -0.184070E-06   0.332272E-05  -0.184070E-06   0.109801E-08
  1898   0.225255E+03  -0.515298E+01   0.336433E-05  -0.515298E+01   0.111039E+02  -0.185558E-06   0.336433E-05  -0.185558E-06   0.109645E-08
  1899   0.224450E+03  -0.533871E+01   0.340402E-05  -0.533871E+01   0.111405E+02  -0.186953E-06   0.340402E-05  -0.186953E-06   0.109490E-08
  1900   0.223652E+03  -0.552675E+01   0.344172E-05  -0.552675E+01   0.111749E+02  -0.188253E-06   0.344172E-05  -0.188253E-06   0.109335E-08
  1901   0.222876E+03  -0.571703E+01   0.347733E-05  -0.571703E+01   0.112087E+02  -0.189452E-06   0.347733E-05  -0.189452E-06   0.109180E-08
  1902   0.222122E+03  -0.590925E+01   0.351081E-05  -0.590925E+01   0.112411E+02  -0.190550E-06   0.351081E-05  -0.190550E-06   0.109025E-08
  1903   0.221374E+03  -0.610312E+01   0.354216E-05  -0.610312E+01   0.112721E+02  -0.191547E-06   0.354216E-05  -0.191547E-06   0.108871E-08
  1904   0.220662E+03  -0.629833E+01   0.357133E-05  -0.629833E+01   0.113031E+02  -0.192442E-06   0.357133E-05  -0.192442E-06   0.108717E-08
  1905   0.219935E+03  -0.649609E+01   0.359832E-05  -0.649609E+01   0.113320E+02  -0.193234E-06   0.359832E-05  -0.193234E-06   0.108563E-08
  1906   0.219238E+03  -0.669565E+01   0.362309E-05  -0.669565E+01   0.113595E+02  -0.193924E-06   0.362309E-05  -0.193924E-06   0.108409E-08
  1907   0.218562E+03  -0.689552E+01   0.364564E-05  -0.689552E+01   0.113871E+02  -0.194510E-06   0.364564E-05  -0.194510E-06   0.108255E-08
  1908   0.217900E+03  -0.709793E+01   0.366592E-05  -0.709793E+01   0.114125E+02  -0.194993E-06   0.366592E-05  -0.194993E-06   0.108102E-08
  1909   0.217245E+03  -0.730065E+01   0.368392E-05  -0.730065E+01   0.114365E+02  -0.195372E-06   0.368392E-05  -0.195372E-06   0.107949E-08
  1910   0.216612E+03  -0.750518E+01   0.369962E-05  -0.750518E+01   0.114606E+02  -0.195646E-06   0.369962E-05  -0.195646E-06   0.107796E-08
  1911   0.216001E+03  -0.771151E+01   0.371300E-05  -0.771151E+01   0.114826E+02  -0.195815E-06   0.371300E-05  -0.195815E-06   0.107644E-08
  1912   0.215405E+03  -0.791741E+01   0.372403E-05  -0.791741E+01   0.115031E+02  -0.195878E-06   0.372403E-05  -0.195878E-06   0.107492E-08
  1913   0.214830E+03  -0.812438E+01   0.373268E-05  -0.812438E+01   0.115221E+02  -0.195836E-06   0.373268E-05  -0.195836E-06   0.107340E-08
  1914   0.214262E+03  -0.833241E+01   0.373894E-05  -0.833241E+01   0.115398E+02  -0.195687E-06   0.373894E-05  -0.195687E-06   0.107188E-08
  1915   0.213717E+03  -0.854150E+01   0.374279E-05  -0.854150E+01   0.115568E+02  -0.195431E-06   0.374279E-05  -0.195431E-06   0.107036E-08
  1916   0.213178E+03  -0.875091E+01   0.374419E-05  -0.875091E+01   0.115723E+02  -0.195068E-06   0.374419E-05  -0.195068E-06   0.106885E-08
  1917   0.212669E+03  -0.896139E+01   0.374314E-05  -0.896139E+01   0.115857E+02  -0.194598E-06   0.374314E-05  -0.194598E-06   0.106734E-08
  1918   0.212167E+03  -0.917219E+01   0.373960E-05  -0.917219E+01   0.115992E+02  -0.194019E-06   0.373960E-05  -0.194019E-06   0.106583E-08
  1919   0.211688E+03  -0.938331E+01   0.373355E-05  -0.938331E+01   0.116104E+02  -0.193332E-06   0.373355E-05  -0.193332E-06   0.106432E-08
  1920   0.211223E+03  -0.959476E+01   0.372497E-05  -0.959476E+01   0.116203E+02  -0.192536E-06   0.372497E-05  -0.192536E-06   0.106282E-08
  1921   0.210765E+03  -0.980579E+01   0.371384E-05  -0.980579E+01   0.116294E+02  -0.191631E-06   0.371384E-05  -0.191631E-06   0.106132E-08
  1922   0.210337E+03  -0.100171E+02   0.370013E-05  -0.100171E+02   0.116364E+02  -0.190615E-06   0.370013E-05  -0.190615E-06   0.105982E-08
  1923   0.209916E+03  -0.102281E+02   0.368383E-05  -0.102281E+02   0.116426E+02  -0.189489E-06   0.368383E-05  -0.189489E-06   0.105832E-08
  1924   0.209503E+03  -0.104394E+02   0.366490E-05  -0.104394E+02   0.116474E+02  -0.188253E-06   0.366490E-05  -0.188253E-06   0.105682E-08
  1925   0.209126E+03  -0.106510E+02   0.364333E-05  -0.106510E+02   0.116501E+02  -0.186905E-06   0.364333E-05  -0.186905E-06   0.105533E-08
  1926   0.208750E+03  -0.108614E+02   0.361910E-05  -0.108614E+02   0.116528E+02  -0.185445E-06   0.361910E-05  -0.185445E-06   0.105384E-08
  1927   0.208381E+03  -0.110729E+02   0.359217E-05  -0.110729E+02   0.116540E+02  -0.183874E-06   0.359217E-05  -0.183874E-06   0.105235E-08
  1928   0.208050E+03  -0.112810E+02   0.356253E-05  -0.112810E+02   0.116538E+02  -0.182190E-06   0.356253E-05  -0.182190E-06   0.105087E-08
  1929   0.207719E+03  -0.114910E+02   0.353016E-05  -0.114910E+02   0.116522E+02  -0.180393E-06   0.353016E-05  -0.180393E-06   0.104938E-08
  1930   0.207410E+03  -0.116990E+02   0.349503E-05  -0.116990E+02   0.116490E+02  -0.178482E-06   0.349503E-05  -0.178482E-06   0.104790E-08
  1931   0.207123E+03  -0.119067E+02   0.345711E-05  -0.119067E+02   0.116437E+02  -0.176458E-06   0.345711E-05  -0.176458E-06   0.104642E-08
  1932   0.206844E+03  -0.121132E+02   0.341640E-05  -0.121132E+02   0.116385E+02  -0.174320E-06   0.341640E-05  -0.174320E-06   0.104495E-08
  1933   0.206580E+03  -0.123193E+02   0.337286E-05  -0.123193E+02   0.116310E+02  -0.172066E-06   0.337286E-05  -0.172066E-06   0.104347E-08
  1934   0.206332E+03  -0.125242E+02   0.332647E-05  -0.125242E+02   0.116228E+02  -0.169698E-06   0.332647E-05  -0.169698E-06   0.104200E-08
  1935   0.206098E+03  -0.127280E+02   0.327721E-05  -0.127280E+02   0.116124E+02  -0.167214E-06   0.327721E-05  -0.167214E-06   0.104053E-08
  1936   0.205880E+03  -0.129307E+02   0.322506E-05  -0.129307E+02   0.116021E+02  -0.164613E-06   0.322506E-05  -0.164613E-06   0.103906E-08
  1937   0.205669E+03  -0.131314E+02   0.316999E-05  -0.131314E+02   0.115880E+02  -0.161897E-06   0.316999E-05  -0.161897E-06   0.103760E-08
  1938   0.205481E+03  -0.133310E+02   0.311198E-05  -0.133310E+02   0.115747E+02  -0.159063E-06   0.311198E-05  -0.159063E-06   0.103613E-08
  1939   0.205308E+03  -0.135295E+02   0.305100E-05  -0.135295E+02   0.115592E+02  -0.156112E-06   0.305100E-05  -0.156112E-06   0.103467E-08
  1940   0.205143E+03  -0.137268E+02   0.298704E-05  -0.137268E+02   0.115430E+02  -0.153043E-06   0.298704E-05  -0.153043E-06   0.103321E-08
  1941   0.205001E+03  -0.139215E+02   0.292008E-05  -0.139215E+02   0.115253E+02  -0.149856E-06   0.292008E-05  -0.149856E-06   0.103176E-08
  1942   0.204860E+03  -0.141151E+02   0.285008E-05  -0.141151E+02   0.115062E+02  -0.146550E-06   0.285008E-05  -0.146550E-06   0.103030E-08
  1943   0.204741E+03  -0.143075E+02   0.277703E-05  -0.143075E+02   0.114863E+02  -0.143125E-06   0.277703E-05  -0.143125E-06   0.102885E-08
  1944   0.204638E+03  -0.144973E+02   0.270091E-05  -0.144973E+02   0.114634E+02  -0.139580E-06   0.270091E-05  -0.139580E-06   0.102740E-08
  1945   0.204535E+03  -0.146844E+02   0.262169E-05  -0.146844E+02   0.114413E+02  -0.135915E-06   0.262169E-05  -0.135915E-06   0.102595E-08
  1946   0.204455E+03  -0.148712E+02   0.253934E-05  -0.148712E+02   0.114170E+02  -0.132130E-06   0.253934E-05  -0.132130E-06   0.102450E-08
  1947   0.204376E+03  -0.150546E+02   0.245385E-05  -0.150546E+02   0.113919E+02  -0.128224E-06   0.245385E-05  -0.128224E-06   0.102306E-08
  1948   0.204327E+03  -0.152369E+02   0.236519E-05  -0.152369E+02   0.113654E+02  -0.124197E-06   0.236519E-05  -0.124197E-06   0.102162E-08
  1949   0.204279E+03  -0.154158E+02   0.227335E-05  -0.154158E+02   0.113366E+02  -0.120047E-06   0.227335E-05  -0.120047E-06   0.102018E-08
  1950   0.204247E+03  -0.155935E+02   0.217829E-05  -0.155935E+02   0.113079E+02  -0.115776E-06   0.217829E-05  -0.115776E-06   0.101874E-08
  1951   0.204230E+03  -0.157679E+02   0.208003E-05  -0.157679E+02   0.112783E+02  -0.111383E-06   0.208003E-05  -0.111383E-06   0.101731E-08
  1952   0.204221E+03  -0.159404E+02   0.197873E-05  -0.159404E+02   0.112459E+02  -0.106876E-06   0.197873E-05  -0.106876E-06   0.101588E-08
  1953   0.204228E+03  -0.161103E+02   0.187457E-05  -0.161103E+02   0.112134E+02  -0.102265E-06   0.187457E-05  -0.102265E-06   0.101445E-08
  1954   0.204243E+03  -0.162776E+02   0.176775E-05  -0.162776E+02   0.111794E+02  -0.975566E-07   0.176775E-05  -0.975566E-07   0.101302E-08
  1955   0.204267E+03  -0.164429E+02   0.165845E-05  -0.164429E+02   0.111446E+02  -0.927610E-07   0.165845E-05  -0.927610E-07   0.101159E-08
  1956   0.204298E+03  -0.166049E+02   0.154687E-05  -0.166049E+02   0.111084E+02  -0.878867E-07   0.154687E-05  -0.878867E-07   0.101017E-08
  1957   0.204375E+03  -0.167642E+02   0.143319E-05  -0.167642E+02   0.110707E+02  -0.829425E-07   0.143319E-05  -0.829425E-07   0.100874E-08
  1958   0.204409E+03  -0.169208E+02   0.131760E-05  -0.169208E+02   0.110322E+02  -0.779371E-07   0.131760E-05  -0.779371E-07   0.100732E-08
  1959   0.204480E+03  -0.170748E+02   0.120031E-05  -0.170748E+02   0.109922E+02  -0.728793E-07   0.120031E-05  -0.728793E-07   0.100591E-08
  1960   0.204552E+03  -0.172261E+02   0.108148E-05  -0.172261E+02   0.109522E+02  -0.677780E-07   0.108148E-05  -0.677780E-07   0.100449E-08
  1961   0.204640E+03  -0.173740E+02   0.961327E-06  -0.173740E+02   0.109107E+02  -0.626419E-07   0.961327E-06  -0.626419E-07   0.100308E-08
  1962   0.204736E+03  -0.175185E+02   0.840025E-06  -0.175185E+02   0.108685E+02  -0.574798E-07   0.840025E-06  -0.574798E-07   0.100167E-08
  1963   0.204840E+03  -0.176595E+02   0.717769E-06  -0.176595E+02   0.108247E+02  -0.523005E-07   0.717769E-06  -0.523005E-07   0.100026E-08
  1964   0.204953E+03  -0.177979E+02   0.594748E-06  -0.177979E+02   0.107802E+02  -0.471128E-07   0.594748E-06  -0.471128E-07   0.998850E-09
  1965   0.205082E+03  -0.179328E+02   0.471152E-06  -0.179328E+02   0.107341E+02  -0.419255E-07   0.471152E-06  -0.419255E-07   0.997445E-09
  1966   0.205211E+03  -0.180650E+02   0.347172E-06  -0.180650E+02   0.106866E+02  -0.367474E-07   0.347172E-06  -0.367474E-07   0.996042E-09
  1967   0.205356E+03  -0.181937E+02   0.222997E-06  -0.181937E+02   0.106390E+02  -0.315872E-07   0.222997E-06  -0.315872E-07   0.994641E-09
  1968   0.205495E+03  -0.183190E+02   0.988183E-07  -0.183190E+02   0.105899E+02  -0.264538E-07   0.988183E-07  -0.264538E-07   0.993242E-09
  1969   0.205656E+03  -0.184408E+02  -0.251751E-07  -0.184408E+02   0.105401E+02  -0.213560E-07  -0.251751E-07  -0.213560E-07   0.991845E-09
  1970   0.205812E+03  -0.185592E+02  -0.148793E-06  -0.185592E+02   0.104909E+02  -0.163025E-07  -0.148793E-06  -0.163025E-07   0.990451E-09
  1971   0.205983E+03  -0.186741E+02  -0.271845E-06  -0.186741E+02   0.104395E+02  -0.113021E-07  -0.271845E-06  -0.113021E-07   0.989058E-09
  1972   0.206155E+03  -0.187847E+02  -0.394141E-06  -0.187847E+02   0.103866E+02  -0.636367E-08  -0.394141E-06  -0.636367E-08   0.987668E-09
  1973   0.206335E+03  -0.188926E+02  -0.515492E-06  -0.188926E+02   0.103344E+02  -0.149596E-08  -0.515492E-06  -0.149596E-08   0.986280E-09
