#    L    TT             EE             BB             TE          
  1926   0.222154E+03   0.106587E+02   0.390216E-01  -0.108729E+02
  1927   0.221753E+03   0.106557E+02   0.389709E-01  -0.110159E+02
  1928   0.221385E+03   0.106518E+02   0.389204E-01  -0.111556E+02
  1929   0.221013E+03   0.106467E+02   0.388700E-01  -0.112973E+02
  1930   0.220659E+03   0.106407E+02   0.388198E-01  -0.114373E+02
  1931   0.220323E+03   0.106328E+02   0.387697E-01  -0.115771E+02
  1932   0.219991E+03   0.106255E+02   0.387198E-01  -0.117160E+02
  1933   0.219669E+03   0.106163E+02   0.386701E-01  -0.118547E+02
  1934   0.219358E+03   0.106068E+02   0.386206E-01  -0.119926E+02
  1935   0.219058E+03   0.105956E+02   0.385713E-01  -0.121296E+02
  1936   0.218769E+03   0.105848E+02   0.385221E-01  -0.122659E+02
  1937   0.218483E+03   0.105707E+02   0.384732E-01  -0.124006E+02
  1938   0.218217E+03   0.105578E+02   0.384245E-01  -0.125346E+02
  1939   0.217961E+03   0.105431E+02   0.383759E-01  -0.126679E+02
  1940   0.217709E+03   0.105281E+02   0.383276E-01  -0.128005E+02
  1941   0.217476E+03   0.105121E+02   0.382796E-01  -0.129310E+02
  1942   0.217240E+03   0.104949E+02   0.382317E-01  -0.130608E+02
  1943   0.217022E+03   0.104775E+02   0.381841E-01  -0.131900E+02
  1944   0.216816E+03   0.104575E+02   0.381367E-01  -0.133171E+02
  1945   0.216607E+03   0.104386E+02   0.380896E-01  -0.134422E+02
  1946   0.216417E+03   0.104179E+02   0.380427E-01  -0.135675E+02
  1947   0.216223E+03   0.103969E+02   0.379961E-01  -0.136900E+02
  1948   0.216057E+03   0.103748E+02   0.379497E-01  -0.138120E+02
  1949   0.215887E+03   0.103508E+02   0.379036E-01  -0.139314E+02
  1950   0.215730E+03   0.103273E+02   0.378577E-01  -0.140502E+02
  1951   0.215584E+03   0.103033E+02   0.378121E-01  -0.141665E+02
  1952   0.215444E+03   0.102768E+02   0.377668E-01  -0.142815E+02
  1953   0.215315E+03   0.102506E+02   0.377217E-01  -0.143947E+02
  1954   0.215191E+03   0.102233E+02   0.376768E-01  -0.145059E+02
  1955   0.215073E+03   0.101956E+02   0.376322E-01  -0.146161E+02
  1956   0.214959E+03   0.101668E+02   0.375879E-01  -0.147236E+02
  1957   0.214887E+03   0.101368E+02   0.375438E-01  -0.148293E+02
  1958   0.214768E+03   0.101064E+02   0.375000E-01  -0.149332E+02
  1959   0.214684E+03   0.100749E+02   0.374564E-01  -0.150353E+02
  1960   0.214598E+03   0.100436E+02   0.374130E-01  -0.151355E+02
  1961   0.214525E+03   0.100112E+02   0.373699E-01  -0.152332E+02
  1962   0.214457E+03   0.997839E+01   0.373270E-01  -0.153283E+02
  1963   0.214394E+03   0.994436E+01   0.372843E-01  -0.154210E+02
  1964   0.214337E+03   0.990987E+01   0.372419E-01  -0.155118E+02
  1965   0.214293E+03   0.987418E+01   0.371996E-01  -0.156002E+02
  1966   0.214247E+03   0.983728E+01   0.371576E-01  -0.156868E+02
  1967   0.214214E+03   0.980066E+01   0.371157E-01  -0.157709E+02
  1968   0.214173E+03   0.976280E+01   0.370741E-01  -0.158525E+02
  1969   0.214152E+03   0.972446E+01   0.370326E-01  -0.159317E+02
  1970   0.214122E+03   0.968711E+01   0.369913E-01  -0.160084E+02
  1971   0.214106E+03   0.964778E+01   0.369502E-01  -0.160826E+02
  1972   0.214088E+03   0.960719E+01   0.369092E-01  -0.161537E+02
  1973   0.214077E+03   0.956757E+01   0.368683E-01  -0.162230E+02
  1974   0.214079E+03   0.952594E+01   0.368277E-01  -0.162900E+02
  1975   0.214073E+03   0.948453E+01   0.367871E-01  -0.163545E+02
  1976   0.214074E+03   0.944184E+01   0.367467E-01  -0.164158E+02
  1977   0.214082E+03   0.939935E+01   0.367064E-01  -0.164748E+02
  1978   0.214088E+03   0.935631E+01   0.366662E-01  -0.165306E+02
  1979   0.214102E+03   0.931271E+01   0.366261E-01  -0.165840E+02
  1980   0.214123E+03   0.926855E+01   0.365861E-01  -0.166350E+02
  1981   0.214135E+03   0.922382E+01   0.365462E-01  -0.166829E+02
  1982   0.214156E+03   0.917852E+01   0.365064E-01  -0.167284E+02
  1983   0.214183E+03   0.913263E+01   0.364667E-01  -0.167715E+02
  1984   0.214210E+03   0.908689E+01   0.364270E-01  -0.168116E+02
  1985   0.214245E+03   0.903982E+01   0.363875E-01  -0.168493E+02
  1986   0.214273E+03   0.899289E+01   0.363480E-01  -0.168839E+02
  1987   0.214301E+03   0.894609E+01   0.363085E-01  -0.169161E+02
  1988   0.214337E+03   0.889868E+01   0.362691E-01  -0.169453E+02
  1989   0.214373E+03   0.885138E+01   0.362298E-01  -0.169706E+02
  1990   0.214417E+03   0.880346E+01   0.361906E-01  -0.169951E+02
  1991   0.214448E+03   0.875415E+01   0.361514E-01  -0.170158E+02
  1992   0.214479E+03   0.870569E+01   0.361122E-01  -0.170341E+02
  1993   0.214519E+03   0.865733E+01   0.360731E-01  -0.170494E+02
  1994   0.214559E+03   0.860756E+01   0.360341E-01  -0.170624E+02
  1995   0.214609E+03   0.855787E+01   0.359952E-01  -0.170730E+02
  1996   0.214645E+03   0.850751E+01   0.359563E-01  -0.170805E+02
  1997   0.214682E+03   0.845721E+01   0.359174E-01  -0.170843E+02
  1998   0.214728E+03   0.840771E+01   0.358786E-01  -0.170857E+02
  1999   0.214768E+03   0.835678E+01   0.358399E-01  -0.170855E+02
  2000   0.214803E+03   0.830662E+01   0.358013E-01  -0.170815E+02
  2001   0.214846E+03   0.825650E+01   0.357627E-01  -0.170752E+02
  2002   0.214885E+03   0.820567E+01   0.357242E-01  -0.170665E+02
  2003   0.214925E+03   0.815485E+01   0.356858E-01  -0.170548E+02
  2004   0.214967E+03   0.810404E+01   0.356475E-01  -0.170407E+02
  2005   0.214997E+03   0.805249E+01   0.356093E-01  -0.170234E+02
  2006   0.215036E+03   0.800243E+01   0.355711E-01  -0.170046E+02
  2007   0.215062E+03   0.795087E+01   0.355331E-01  -0.169819E+02
  2008   0.215098E+03   0.789930E+01   0.354952E-01  -0.169575E+02
  2009   0.215130E+03   0.784844E+01   0.354573E-01  -0.169293E+02
  2010   0.215148E+03   0.779754E+01   0.354196E-01  -0.168994E+02
  2011   0.215177E+03   0.774587E+01   0.353820E-01  -0.168670E+02
  2012   0.215201E+03   0.769488E+01   0.353445E-01  -0.168323E+02
  2013   0.215212E+03   0.764310E+01   0.353071E-01  -0.167950E+02
  2014   0.215234E+03   0.759273E+01   0.352698E-01  -0.167539E+02
  2015   0.215251E+03   0.754155E+01   0.352326E-01  -0.167124E+02
  2016   0.215270E+03   0.749103E+01   0.351956E-01  -0.166670E+02
  2017   0.215271E+03   0.744041E+01   0.351586E-01  -0.166198E+02
  2018   0.215274E+03   0.738984E+01   0.351218E-01  -0.165701E+02
  2019   0.215272E+03   0.733931E+01   0.350852E-01  -0.165163E+02
  2020   0.215274E+03   0.728881E+01   0.350486E-01  -0.164622E+02
  2021   0.215271E+03   0.723893E+01   0.350121E-01  -0.164047E+02
  2022   0.215256E+03   0.718905E+01   0.349758E-01  -0.163454E+02
  2023   0.215237E+03   0.713933E+01   0.349396E-01  -0.162834E+02
  2024   0.215220E+03   0.708975E+01   0.349035E-01  -0.162195E+02
  2025   0.215185E+03   0.704038E+01   0.348675E-01  -0.161529E+02
  2026   0.215161E+03   0.699121E+01   0.348316E-01  -0.160844E+02
  2027   0.215132E+03   0.694238E+01   0.347957E-01  -0.160131E+02
  2028   0.215084E+03   0.689374E+01   0.347600E-01  -0.159398E+02
  2029   0.215047E+03   0.684534E+01   0.347244E-01  -0.158645E+02
  2030   0.214991E+03   0.679718E+01   0.346888E-01  -0.157871E+02
  2031   0.214930E+03   0.674933E+01   0.346533E-01  -0.157076E+02
  2032   0.214874E+03   0.670171E+01   0.346178E-01  -0.156261E+02
  2033   0.214805E+03   0.665453E+01   0.345824E-01  -0.155424E+02
  2034   0.214741E+03   0.660763E+01   0.345471E-01  -0.154565E+02
  2035   0.214657E+03   0.656101E+01   0.345117E-01  -0.153685E+02
  2036   0.214570E+03   0.651473E+01   0.344764E-01  -0.152790E+02
  2037   0.214486E+03   0.646887E+01   0.344412E-01  -0.151873E+02
  2038   0.214376E+03   0.642327E+01   0.344059E-01  -0.150941E+02
  2039   0.214277E+03   0.637814E+01   0.343706E-01  -0.149978E+02
  2040   0.214174E+03   0.633334E+01   0.343353E-01  -0.149008E+02
  2041   0.214053E+03   0.628885E+01   0.343000E-01  -0.148014E+02
  2042   0.213936E+03   0.624489E+01   0.342646E-01  -0.147012E+02
  2043   0.213800E+03   0.620132E+01   0.342292E-01  -0.145978E+02
  2044   0.213675E+03   0.615812E+01   0.341938E-01  -0.144936E+02
  2045   0.213532E+03   0.611536E+01   0.341583E-01  -0.143876E+02
  2046   0.213392E+03   0.607305E+01   0.341227E-01  -0.142808E+02
  2047   0.213235E+03   0.603118E+01   0.340870E-01  -0.141722E+02
  2048   0.213074E+03   0.598982E+01   0.340513E-01  -0.140611E+02
  2049   0.212909E+03   0.594896E+01   0.340154E-01  -0.139498E+02
  2050   0.212734E+03   0.590853E+01   0.339795E-01  -0.138360E+02
  2051   0.212541E+03   0.586861E+01   0.339435E-01  -0.137218E+02
  2052   0.212359E+03   0.582926E+01   0.339073E-01  -0.136058E+02
  2053   0.212158E+03   0.579040E+01   0.338711E-01  -0.134880E+02
  2054   0.211955E+03   0.575205E+01   0.338347E-01  -0.133698E+02
  2055   0.211741E+03   0.571419E+01   0.337982E-01  -0.132505E+02
  2056   0.211524E+03   0.567698E+01   0.337616E-01  -0.131301E+02
  2057   0.211303E+03   0.564033E+01   0.337248E-01  -0.130078E+02
  2058   0.211072E+03   0.560419E+01   0.336880E-01  -0.128857E+02
  2059   0.210838E+03   0.556869E+01   0.336510E-01  -0.127618E+02
  2060   0.210593E+03   0.553361E+01   0.336138E-01  -0.126367E+02
  2061   0.210345E+03   0.549924E+01   0.335766E-01  -0.125110E+02
  2062   0.210086E+03   0.546553E+01   0.335392E-01  -0.123849E+02
  2063   0.209825E+03   0.543238E+01   0.335017E-01  -0.122575E+02
  2064   0.209545E+03   0.539988E+01   0.334641E-01  -0.121296E+02
  2065   0.209262E+03   0.536802E+01   0.334263E-01  -0.120012E+02
  2066   0.208984E+03   0.533680E+01   0.333885E-01  -0.118729E+02
  2067   0.208687E+03   0.530616E+01   0.333505E-01  -0.117433E+02
  2068   0.208381E+03   0.527616E+01   0.333124E-01  -0.116138E+02
  2069   0.208078E+03   0.524688E+01   0.332743E-01  -0.114830E+02
  2070   0.207757E+03   0.521825E+01   0.332360E-01  -0.113530E+02
  2071   0.207434E+03   0.519025E+01   0.331977E-01  -0.112224E+02
  2072   0.207107E+03   0.516298E+01   0.331593E-01  -0.110911E+02
  2073   0.206769E+03   0.513635E+01   0.331208E-01  -0.109598E+02
  2074   0.206429E+03   0.511036E+01   0.330822E-01  -0.108285E+02
  2075   0.206078E+03   0.508501E+01   0.330436E-01  -0.106964E+02
  2076   0.205716E+03   0.506038E+01   0.330049E-01  -0.105644E+02
  2077   0.205358E+03   0.503646E+01   0.329662E-01  -0.104330E+02
  2078   0.204989E+03   0.501318E+01   0.329275E-01  -0.103008E+02
  2079   0.204595E+03   0.499061E+01   0.328887E-01  -0.101692E+02
  2080   0.204220E+03   0.496868E+01   0.328499E-01  -0.100367E+02
  2081   0.203826E+03   0.494753E+01   0.328110E-01  -0.990557E+01
  2082   0.203429E+03   0.492694E+01   0.327722E-01  -0.977350E+01
  2083   0.203028E+03   0.490705E+01   0.327333E-01  -0.964343E+01
  2084   0.202609E+03   0.488794E+01   0.326944E-01  -0.951237E+01
  2085   0.202201E+03   0.486939E+01   0.326555E-01  -0.938103E+01
  2086   0.201775E+03   0.485153E+01   0.326166E-01  -0.925013E+01
  2087   0.201344E+03   0.483438E+01   0.325778E-01  -0.912038E+01
  2088   0.200903E+03   0.481784E+01   0.325389E-01  -0.899100E+01
  2089   0.200464E+03   0.480200E+01   0.325000E-01  -0.886122E+01
  2090   0.200008E+03   0.478678E+01   0.324611E-01  -0.873250E+01
  2091   0.199561E+03   0.477225E+01   0.324223E-01  -0.860406E+01
  2092   0.199096E+03   0.475826E+01   0.323834E-01  -0.847662E+01
  2093   0.198620E+03   0.474497E+01   0.323445E-01  -0.834792E+01
  2094   0.198146E+03   0.473235E+01   0.323057E-01  -0.822089E+01
  2095   0.197668E+03   0.472028E+01   0.322668E-01  -0.809476E+01
  2096   0.197178E+03   0.470897E+01   0.322279E-01  -0.796966E+01
  2097   0.196684E+03   0.469811E+01   0.321890E-01  -0.784459E+01
  2098   0.196185E+03   0.468795E+01   0.321501E-01  -0.772070E+01
  2099   0.195681E+03   0.467831E+01   0.321112E-01  -0.759640E+01
  2100   0.195173E+03   0.466944E+01   0.320723E-01  -0.747398E+01
