#    L    TT             EE             BB             TE          
   781   0.229246E+04   0.190156E+02   0.712519E-01  -0.110100E+03
   782   0.229784E+04   0.187768E+02   0.713553E-01  -0.109094E+03
   783   0.230316E+04   0.185406E+02   0.714586E-01  -0.108045E+03
   784   0.230835E+04   0.183072E+02   0.715619E-01  -0.106969E+03
   785   0.231333E+04   0.180756E+02   0.716650E-01  -0.105872E+03
   786   0.231826E+04   0.178467E+02   0.717680E-01  -0.104726E+03
   787   0.232297E+04   0.176212E+02   0.718708E-01  -0.103567E+03
   788   0.232756E+04   0.173976E+02   0.719734E-01  -0.102388E+03
   789   0.233201E+04   0.171758E+02   0.720758E-01  -0.101188E+03
   790   0.233640E+04   0.169596E+02   0.721780E-01  -0.999530E+02
   791   0.234059E+04   0.167452E+02   0.722799E-01  -0.986903E+02
   792   0.234465E+04   0.165349E+02   0.723815E-01  -0.974144E+02
   793   0.234850E+04   0.163287E+02   0.724827E-01  -0.961032E+02
   794   0.235214E+04   0.161257E+02   0.725837E-01  -0.947788E+02
   795   0.235566E+04   0.159253E+02   0.726842E-01  -0.934263E+02
   796   0.235919E+04   0.157296E+02   0.727843E-01  -0.920605E+02
   797   0.236237E+04   0.155364E+02   0.728840E-01  -0.906666E+02
   798   0.236541E+04   0.153480E+02   0.729832E-01  -0.892592E+02
   799   0.236833E+04   0.151635E+02   0.730820E-01  -0.878310E+02
   800   0.237112E+04   0.149823E+02   0.731802E-01  -0.863819E+02
   801   0.237370E+04   0.148058E+02   0.732779E-01  -0.849191E+02
   802   0.237601E+04   0.146332E+02   0.733751E-01  -0.834205E+02
   803   0.237833E+04   0.144638E+02   0.734716E-01  -0.819231E+02
   804   0.238038E+04   0.142999E+02   0.735676E-01  -0.803970E+02
   805   0.238237E+04   0.141398E+02   0.736629E-01  -0.788572E+02
   806   0.238409E+04   0.139837E+02   0.737576E-01  -0.773035E+02
   807   0.238560E+04   0.138330E+02   0.738516E-01  -0.757359E+02
   808   0.238690E+04   0.136870E+02   0.739449E-01  -0.741470E+02
   809   0.238815E+04   0.135456E+02   0.740374E-01  -0.725514E+02
   810   0.238912E+04   0.134089E+02   0.741293E-01  -0.709344E+02
   811   0.238989E+04   0.132769E+02   0.742203E-01  -0.693040E+02
   812   0.239053E+04   0.131509E+02   0.743106E-01  -0.676645E+02
   813   0.239096E+04   0.130281E+02   0.744001E-01  -0.660153E+02
   814   0.239134E+04   0.129115E+02   0.744887E-01  -0.643540E+02
   815   0.239144E+04   0.127994E+02   0.745765E-01  -0.626828E+02
   816   0.239127E+04   0.126927E+02   0.746635E-01  -0.610016E+02
   817   0.239096E+04   0.125907E+02   0.747496E-01  -0.593111E+02
   818   0.239060E+04   0.124947E+02   0.748347E-01  -0.576120E+02
   819   0.238995E+04   0.124034E+02   0.749190E-01  -0.559050E+02
   820   0.238918E+04   0.123174E+02   0.750023E-01  -0.541899E+02
   821   0.238813E+04   0.122361E+02   0.750846E-01  -0.524698E+02
   822   0.238695E+04   0.121615E+02   0.751660E-01  -0.507430E+02
   823   0.238557E+04   0.120916E+02   0.752464E-01  -0.490102E+02
   824   0.238391E+04   0.120277E+02   0.753258E-01  -0.472721E+02
   825   0.238219E+04   0.119685E+02   0.754042E-01  -0.455309E+02
   826   0.238019E+04   0.119160E+02   0.754815E-01  -0.437857E+02
   827   0.237799E+04   0.118681E+02   0.755578E-01  -0.420387E+02
   828   0.237573E+04   0.118264E+02   0.756330E-01  -0.402891E+02
   829   0.237319E+04   0.117906E+02   0.757072E-01  -0.385384E+02
   830   0.237053E+04   0.117603E+02   0.757803E-01  -0.367886E+02
   831   0.236765E+04   0.117352E+02   0.758522E-01  -0.350382E+02
   832   0.236457E+04   0.117154E+02   0.759230E-01  -0.332886E+02
   833   0.236136E+04   0.117017E+02   0.759927E-01  -0.315406E+02
   834   0.235788E+04   0.116934E+02   0.760613E-01  -0.297939E+02
   835   0.235433E+04   0.116918E+02   0.761287E-01  -0.280502E+02
   836   0.235043E+04   0.116948E+02   0.761949E-01  -0.263092E+02
   837   0.234647E+04   0.117038E+02   0.762599E-01  -0.245723E+02
   838   0.234231E+04   0.117189E+02   0.763237E-01  -0.228396E+02
   839   0.233786E+04   0.117393E+02   0.763863E-01  -0.211109E+02
   840   0.233336E+04   0.117665E+02   0.764477E-01  -0.193884E+02
   841   0.232865E+04   0.117983E+02   0.765079E-01  -0.176735E+02
   842   0.232374E+04   0.118354E+02   0.765668E-01  -0.159632E+02
   843   0.231869E+04   0.118785E+02   0.766244E-01  -0.142633E+02
   844   0.231336E+04   0.119277E+02   0.766808E-01  -0.125700E+02
   845   0.230798E+04   0.119814E+02   0.767359E-01  -0.108863E+02
   846   0.230246E+04   0.120427E+02   0.767898E-01  -0.921257E+01
   847   0.229680E+04   0.121078E+02   0.768423E-01  -0.754843E+01
   848   0.229094E+04   0.121789E+02   0.768935E-01  -0.589576E+01
   849   0.228480E+04   0.122554E+02   0.769434E-01  -0.425387E+01
   850   0.227867E+04   0.123379E+02   0.769919E-01  -0.262378E+01
   851   0.227226E+04   0.124257E+02   0.770392E-01  -0.100604E+01
   852   0.226572E+04   0.125196E+02   0.770850E-01   0.599022E+00
   853   0.225904E+04   0.126180E+02   0.771296E-01   0.219069E+01
   854   0.225215E+04   0.127226E+02   0.771727E-01   0.376761E+01
   855   0.224506E+04   0.128324E+02   0.772146E-01   0.533078E+01
   856   0.223797E+04   0.129462E+02   0.772550E-01   0.687838E+01
   857   0.223061E+04   0.130660E+02   0.772940E-01   0.840972E+01
   858   0.222311E+04   0.131926E+02   0.773317E-01   0.992484E+01
   859   0.221547E+04   0.133217E+02   0.773680E-01   0.114245E+02
   860   0.220777E+04   0.134568E+02   0.774029E-01   0.129058E+02
   861   0.219986E+04   0.135974E+02   0.774364E-01   0.143688E+02
   862   0.219181E+04   0.137426E+02   0.774684E-01   0.158142E+02
   863   0.218363E+04   0.138931E+02   0.774991E-01   0.172399E+02
   864   0.217530E+04   0.140476E+02   0.775284E-01   0.186467E+02
   865   0.216670E+04   0.142075E+02   0.775563E-01   0.200323E+02
   866   0.215832E+04   0.143721E+02   0.775827E-01   0.213976E+02
   867   0.214959E+04   0.145421E+02   0.776078E-01   0.227418E+02
   868   0.214079E+04   0.147160E+02   0.776314E-01   0.240650E+02
   869   0.213185E+04   0.148947E+02   0.776537E-01   0.253664E+02
   870   0.212277E+04   0.150773E+02   0.776745E-01   0.266455E+02
   871   0.211363E+04   0.152646E+02   0.776939E-01   0.279014E+02
   872   0.210435E+04   0.154567E+02   0.777120E-01   0.291349E+02
   873   0.209493E+04   0.156528E+02   0.777286E-01   0.303446E+02
   874   0.208544E+04   0.158536E+02   0.777438E-01   0.315299E+02
   875   0.207581E+04   0.160569E+02   0.777577E-01   0.326921E+02
   876   0.206604E+04   0.162658E+02   0.777702E-01   0.338299E+02
   877   0.205635E+04   0.164779E+02   0.777813E-01   0.349419E+02
   878   0.204637E+04   0.166934E+02   0.777910E-01   0.360287E+02
   879   0.203640E+04   0.169136E+02   0.777994E-01   0.370904E+02
   880   0.202636E+04   0.171372E+02   0.778064E-01   0.381264E+02
   881   0.201617E+04   0.173634E+02   0.778121E-01   0.391351E+02
   882   0.200592E+04   0.175937E+02   0.778164E-01   0.401173E+02
   883   0.199567E+04   0.178280E+02   0.778195E-01   0.410717E+02
   884   0.198521E+04   0.180643E+02   0.778212E-01   0.420003E+02
   885   0.197467E+04   0.183047E+02   0.778216E-01   0.429004E+02
   886   0.196414E+04   0.185485E+02   0.778207E-01   0.437726E+02
   887   0.195346E+04   0.187942E+02   0.778186E-01   0.446171E+02
   888   0.194286E+04   0.190441E+02   0.778152E-01   0.454330E+02
   889   0.193196E+04   0.192952E+02   0.778105E-01   0.462204E+02
   890   0.192114E+04   0.195505E+02   0.778047E-01   0.469779E+02
   891   0.191032E+04   0.198077E+02   0.777976E-01   0.477077E+02
   892   0.189943E+04   0.200670E+02   0.777892E-01   0.484091E+02
   893   0.188839E+04   0.203297E+02   0.777798E-01   0.490806E+02
   894   0.187743E+04   0.205937E+02   0.777691E-01   0.497223E+02
   895   0.186632E+04   0.208598E+02   0.777573E-01   0.503363E+02
   896   0.185521E+04   0.211286E+02   0.777443E-01   0.509199E+02
   897   0.184402E+04   0.213995E+02   0.777302E-01   0.514743E+02
   898   0.183290E+04   0.216717E+02   0.777150E-01   0.519991E+02
   899   0.182171E+04   0.219460E+02   0.776987E-01   0.524933E+02
   900   0.181044E+04   0.222217E+02   0.776814E-01   0.529585E+02
   901   0.179925E+04   0.224987E+02   0.776630E-01   0.533933E+02
   902   0.178797E+04   0.227771E+02   0.776435E-01   0.537984E+02
   903   0.177655E+04   0.230569E+02   0.776230E-01   0.541730E+02
   904   0.176534E+04   0.233374E+02   0.776016E-01   0.545171E+02
   905   0.175399E+04   0.236201E+02   0.775791E-01   0.548307E+02
   906   0.174263E+04   0.239027E+02   0.775557E-01   0.551139E+02
   907   0.173133E+04   0.241860E+02   0.775313E-01   0.553665E+02
   908   0.172011E+04   0.244700E+02   0.775061E-01   0.555893E+02
   909   0.170881E+04   0.247548E+02   0.774799E-01   0.557808E+02
   910   0.169743E+04   0.250410E+02   0.774528E-01   0.559432E+02
   911   0.168612E+04   0.253258E+02   0.774248E-01   0.560743E+02
   912   0.167480E+04   0.256121E+02   0.773960E-01   0.561756E+02
   913   0.166326E+04   0.258977E+02   0.773664E-01   0.562462E+02
   914   0.165207E+04   0.261834E+02   0.773360E-01   0.562876E+02
   915   0.164074E+04   0.264691E+02   0.773047E-01   0.562992E+02
   916   0.162954E+04   0.267541E+02   0.772727E-01   0.562800E+02
   917   0.161827E+04   0.270400E+02   0.772400E-01   0.562324E+02
   918   0.160713E+04   0.273246E+02   0.772065E-01   0.561540E+02
   919   0.159599E+04   0.276085E+02   0.771723E-01   0.560464E+02
   920   0.158484E+04   0.278918E+02   0.771374E-01   0.559086E+02
   921   0.157383E+04   0.281745E+02   0.771018E-01   0.557416E+02
   922   0.156274E+04   0.284559E+02   0.770656E-01   0.555460E+02
   923   0.155171E+04   0.287360E+02   0.770288E-01   0.553216E+02
   924   0.154075E+04   0.290155E+02   0.769913E-01   0.550679E+02
   925   0.152992E+04   0.292931E+02   0.769532E-01   0.547855E+02
   926   0.151902E+04   0.295701E+02   0.769146E-01   0.544757E+02
   927   0.150825E+04   0.298451E+02   0.768754E-01   0.541373E+02
   928   0.149754E+04   0.301189E+02   0.768357E-01   0.537707E+02
   929   0.148683E+04   0.303907E+02   0.767955E-01   0.533775E+02
   930   0.147625E+04   0.306599E+02   0.767548E-01   0.529562E+02
   931   0.146566E+04   0.309286E+02   0.767136E-01   0.525081E+02
   932   0.145521E+04   0.311939E+02   0.766720E-01   0.520333E+02
   933   0.144482E+04   0.314572E+02   0.766299E-01   0.515325E+02
   934   0.143450E+04   0.317195E+02   0.765875E-01   0.510063E+02
   935   0.142423E+04   0.319784E+02   0.765446E-01   0.504525E+02
   936   0.141411E+04   0.322347E+02   0.765014E-01   0.498741E+02
   937   0.140397E+04   0.324891E+02   0.764579E-01   0.492702E+02
   938   0.139396E+04   0.327410E+02   0.764140E-01   0.486414E+02
   939   0.138409E+04   0.329888E+02   0.763699E-01   0.479879E+02
   940   0.137421E+04   0.332349E+02   0.763255E-01   0.473103E+02
   941   0.136446E+04   0.334776E+02   0.762808E-01   0.466084E+02
   942   0.135477E+04   0.337171E+02   0.762359E-01   0.458831E+02
   943   0.134529E+04   0.339534E+02   0.761908E-01   0.451350E+02
   944   0.133587E+04   0.341864E+02   0.761455E-01   0.443633E+02
   945   0.132651E+04   0.344155E+02   0.761001E-01   0.435694E+02
   946   0.131729E+04   0.346421E+02   0.760545E-01   0.427534E+02
   947   0.130812E+04   0.348648E+02   0.760088E-01   0.419165E+02
   948   0.129894E+04   0.350851E+02   0.759631E-01   0.410581E+02
   949   0.129003E+04   0.353000E+02   0.759172E-01   0.401795E+02
   950   0.128119E+04   0.355117E+02   0.758714E-01   0.392800E+02
   951   0.127248E+04   0.357203E+02   0.758255E-01   0.383610E+02
   952   0.126390E+04   0.359251E+02   0.757796E-01   0.374231E+02
   953   0.125538E+04   0.361245E+02   0.757337E-01   0.364656E+02
   954   0.124699E+04   0.363208E+02   0.756879E-01   0.354899E+02
   955   0.123866E+04   0.365125E+02   0.756422E-01   0.344959E+02
   956   0.123046E+04   0.367003E+02   0.755966E-01   0.334836E+02
   957   0.122247E+04   0.368829E+02   0.755511E-01   0.324552E+02
   958   0.121446E+04   0.370609E+02   0.755057E-01   0.314090E+02
   959   0.120673E+04   0.372358E+02   0.754605E-01   0.303466E+02
   960   0.119905E+04   0.374055E+02   0.754155E-01   0.292701E+02
   961   0.119144E+04   0.375706E+02   0.753707E-01   0.281772E+02
   962   0.118403E+04   0.377311E+02   0.753262E-01   0.270700E+02
   963   0.117675E+04   0.378872E+02   0.752819E-01   0.259485E+02
   964   0.116960E+04   0.380379E+02   0.752379E-01   0.248142E+02
   965   0.116251E+04   0.381842E+02   0.751942E-01   0.236662E+02
   966   0.115563E+04   0.383259E+02   0.751508E-01   0.225059E+02
   967   0.114880E+04   0.384632E+02   0.751077E-01   0.213333E+02
   968   0.114210E+04   0.385937E+02   0.750650E-01   0.201491E+02
   969   0.113561E+04   0.387197E+02   0.750227E-01   0.189546E+02
   970   0.112925E+04   0.388412E+02   0.749808E-01   0.177483E+02
   971   0.112295E+04   0.389575E+02   0.749393E-01   0.165323E+02
   972   0.111678E+04   0.390678E+02   0.748983E-01   0.153074E+02
   973   0.111074E+04   0.391730E+02   0.748577E-01   0.140728E+02
   974   0.110490E+04   0.392736E+02   0.748176E-01   0.128290E+02
   975   0.109920E+04   0.393691E+02   0.747780E-01   0.115783E+02
   976   0.109362E+04   0.394578E+02   0.747389E-01   0.103198E+02
   977   0.108818E+04   0.395421E+02   0.747003E-01   0.905500E+01
   978   0.108280E+04   0.396212E+02   0.746623E-01   0.778361E+01
   979   0.107769E+04   0.396952E+02   0.746248E-01   0.650691E+01
   980   0.107264E+04   0.397632E+02   0.745880E-01   0.522467E+01
   981   0.106772E+04   0.398245E+02   0.745517E-01   0.393758E+01
   982   0.106294E+04   0.398821E+02   0.745159E-01   0.264659E+01
   983   0.105836E+04   0.399338E+02   0.744809E-01   0.135172E+01
   984   0.105383E+04   0.399781E+02   0.744464E-01   0.536520E-01
   985   0.104951E+04   0.400188E+02   0.744126E-01  -0.124726E+01
   986   0.104525E+04   0.400535E+02   0.743794E-01  -0.255006E+01
   987   0.104112E+04   0.400823E+02   0.743469E-01  -0.385492E+01
   988   0.103720E+04   0.401067E+02   0.743151E-01  -0.516071E+01
   989   0.103341E+04   0.401244E+02   0.742840E-01  -0.646619E+01
   990   0.102975E+04   0.401399E+02   0.742535E-01  -0.777283E+01
   991   0.102622E+04   0.401466E+02   0.742238E-01  -0.907871E+01
   992   0.102282E+04   0.401481E+02   0.741948E-01  -0.103839E+02
   993   0.101948E+04   0.401437E+02   0.741665E-01  -0.116878E+02
   994   0.101635E+04   0.401349E+02   0.741389E-01  -0.129889E+02
   995   0.101343E+04   0.401203E+02   0.741121E-01  -0.142880E+02
   996   0.101056E+04   0.400982E+02   0.740860E-01  -0.155838E+02
   997   0.100782E+04   0.400732E+02   0.740607E-01  -0.168771E+02
   998   0.100522E+04   0.400415E+02   0.740361E-01  -0.181650E+02
   999   0.100275E+04   0.400047E+02   0.740123E-01  -0.194491E+02
  1000   0.100041E+04   0.399628E+02   0.739893E-01  -0.207286E+02
  1001   0.998211E+03   0.399149E+02   0.739670E-01  -0.220015E+02
  1002   0.996067E+03   0.398611E+02   0.739456E-01  -0.232685E+02
  1003   0.994130E+03   0.398029E+02   0.739249E-01  -0.245297E+02
  1004   0.992327E+03   0.397388E+02   0.739050E-01  -0.257836E+02
  1005   0.990732E+03   0.396695E+02   0.738859E-01  -0.270289E+02
  1006   0.989196E+03   0.395943E+02   0.738676E-01  -0.282669E+02
  1007   0.987721E+03   0.395139E+02   0.738501E-01  -0.294964E+02
  1008   0.986157E+03   0.394283E+02   0.738334E-01  -0.307166E+02
  1009   0.984951E+03   0.393375E+02   0.738175E-01  -0.319276E+02
  1010   0.983879E+03   0.392421E+02   0.738025E-01  -0.331286E+02
  1011   0.982868E+03   0.391424E+02   0.737882E-01  -0.343190E+02
  1012   0.981993E+03   0.390366E+02   0.737748E-01  -0.355003E+02
  1013   0.981253E+03   0.389271E+02   0.737621E-01  -0.366689E+02
  1014   0.980649E+03   0.388116E+02   0.737503E-01  -0.378269E+02
  1015   0.980032E+03   0.386923E+02   0.737393E-01  -0.389723E+02
  1016   0.979626E+03   0.385670E+02   0.737292E-01  -0.401058E+02
  1017   0.979357E+03   0.384379E+02   0.737198E-01  -0.412268E+02
  1018   0.979149E+03   0.383028E+02   0.737113E-01  -0.423344E+02
  1019   0.979005E+03   0.381646E+02   0.737036E-01  -0.434288E+02
  1020   0.979072E+03   0.380197E+02   0.736967E-01  -0.445093E+02
  1021   0.979203E+03   0.378709E+02   0.736906E-01  -0.455760E+02
  1022   0.979396E+03   0.377182E+02   0.736853E-01  -0.466280E+02
  1023   0.979728E+03   0.375603E+02   0.736809E-01  -0.476626E+02
  1024   0.980124E+03   0.373977E+02   0.736773E-01  -0.486833E+02
  1025   0.980585E+03   0.372320E+02   0.736744E-01  -0.496852E+02
  1026   0.981407E+03   0.370609E+02   0.736724E-01  -0.506727E+02
  1027   0.982071E+03   0.368874E+02   0.736712E-01  -0.516436E+02
  1028   0.982800E+03   0.367093E+02   0.736708E-01  -0.525964E+02
  1029   0.983669E+03   0.365264E+02   0.736712E-01  -0.535335E+02
  1030   0.984604E+03   0.363405E+02   0.736724E-01  -0.544526E+02
  1031   0.985456E+03   0.361505E+02   0.736744E-01  -0.553523E+02
  1032   0.986598E+03   0.359551E+02   0.736772E-01  -0.562378E+02
  1033   0.987732E+03   0.357573E+02   0.736808E-01  -0.571040E+02
  1034   0.989082E+03   0.355569E+02   0.736851E-01  -0.579509E+02
  1035   0.990424E+03   0.353518E+02   0.736902E-01  -0.587800E+02
  1036   0.991835E+03   0.351427E+02   0.736961E-01  -0.595906E+02
  1037   0.993313E+03   0.349311E+02   0.737027E-01  -0.603820E+02
  1038   0.994934E+03   0.347169E+02   0.737101E-01  -0.611543E+02
  1039   0.996623E+03   0.344986E+02   0.737182E-01  -0.619038E+02
  1040   0.998233E+03   0.342771E+02   0.737270E-01  -0.626356E+02
  1041   0.100006E+04   0.340537E+02   0.737366E-01  -0.633447E+02
  1042   0.100188E+04   0.338261E+02   0.737469E-01  -0.640354E+02
  1043   0.100378E+04   0.335960E+02   0.737579E-01  -0.647035E+02
  1044   0.100581E+04   0.333625E+02   0.737696E-01  -0.653526E+02
  1045   0.100777E+04   0.331285E+02   0.737820E-01  -0.659827E+02
  1046   0.100988E+04   0.328904E+02   0.737950E-01  -0.665865E+02
  1047   0.101206E+04   0.326497E+02   0.738087E-01  -0.671788E+02
  1048   0.101416E+04   0.324069E+02   0.738231E-01  -0.677448E+02
  1049   0.101640E+04   0.321622E+02   0.738381E-01  -0.682846E+02
  1050   0.101865E+04   0.319148E+02   0.738537E-01  -0.688055E+02
  1051   0.102096E+04   0.316653E+02   0.738700E-01  -0.693077E+02
  1052   0.102335E+04   0.314138E+02   0.738868E-01  -0.697835E+02
  1053   0.102567E+04   0.311603E+02   0.739042E-01  -0.702406E+02
  1054   0.102806E+04   0.309055E+02   0.739222E-01  -0.706789E+02
  1055   0.103045E+04   0.306494E+02   0.739407E-01  -0.710910E+02
  1056   0.103291E+04   0.303912E+02   0.739598E-01  -0.714842E+02
  1057   0.103544E+04   0.301316E+02   0.739794E-01  -0.718511E+02
  1058   0.103813E+04   0.298714E+02   0.739995E-01  -0.721993E+02
  1059   0.104074E+04   0.296091E+02   0.740201E-01  -0.725212E+02
  1060   0.104336E+04   0.293454E+02   0.740412E-01  -0.728242E+02
  1061   0.104597E+04   0.290818E+02   0.740627E-01  -0.731009E+02
  1062   0.104866E+04   0.288168E+02   0.740847E-01  -0.733587E+02
  1063   0.105120E+04   0.285510E+02   0.741071E-01  -0.735903E+02
  1064   0.105390E+04   0.282846E+02   0.741299E-01  -0.738104E+02
  1065   0.105659E+04   0.280167E+02   0.741531E-01  -0.740041E+02
  1066   0.105922E+04   0.277488E+02   0.741766E-01  -0.741714E+02
  1067   0.106199E+04   0.274808E+02   0.742005E-01  -0.743124E+02
  1068   0.106470E+04   0.272121E+02   0.742248E-01  -0.744344E+02
  1069   0.106741E+04   0.269441E+02   0.742493E-01  -0.745449E+02
  1070   0.107019E+04   0.266746E+02   0.742742E-01  -0.746289E+02
  1071   0.107283E+04   0.264064E+02   0.742993E-01  -0.746865E+02
  1072   0.107555E+04   0.261374E+02   0.743246E-01  -0.747176E+02
  1073   0.107835E+04   0.258691E+02   0.743503E-01  -0.747296E+02
  1074   0.108101E+04   0.256013E+02   0.743761E-01  -0.747225E+02
  1075   0.108374E+04   0.253327E+02   0.744021E-01  -0.746963E+02
  1076   0.108641E+04   0.250654E+02   0.744283E-01  -0.746435E+02
  1077   0.108916E+04   0.247987E+02   0.744547E-01  -0.745789E+02
  1078   0.109176E+04   0.245333E+02   0.744812E-01  -0.744729E+02
  1079   0.109437E+04   0.242676E+02   0.745079E-01  -0.743624E+02
  1080   0.109706E+04   0.240025E+02   0.745346E-01  -0.742327E+02
  1081   0.109961E+04   0.237401E+02   0.745614E-01  -0.740763E+02
  1082   0.110216E+04   0.234782E+02   0.745883E-01  -0.739005E+02
  1083   0.110472E+04   0.232168E+02   0.746153E-01  -0.737053E+02
  1084   0.110729E+04   0.229573E+02   0.746423E-01  -0.734908E+02
  1085   0.110980E+04   0.226990E+02   0.746693E-01  -0.732493E+02
  1086   0.111231E+04   0.224426E+02   0.746963E-01  -0.730032E+02
  1087   0.111475E+04   0.221880E+02   0.747232E-01  -0.727154E+02
  1088   0.111713E+04   0.219332E+02   0.747501E-01  -0.724228E+02
  1089   0.111952E+04   0.216816E+02   0.747770E-01  -0.721031E+02
  1090   0.112184E+04   0.214319E+02   0.748038E-01  -0.717787E+02
  1091   0.112418E+04   0.211833E+02   0.748305E-01  -0.714197E+02
  1092   0.112652E+04   0.209365E+02   0.748570E-01  -0.710484E+02
  1093   0.112872E+04   0.206930E+02   0.748835E-01  -0.706574E+02
  1094   0.113079E+04   0.204505E+02   0.749097E-01  -0.702539E+02
  1095   0.113301E+04   0.202120E+02   0.749359E-01  -0.698380E+02
  1096   0.113510E+04   0.199738E+02   0.749618E-01  -0.693947E+02
  1097   0.113712E+04   0.197388E+02   0.749875E-01  -0.689315E+02
  1098   0.113915E+04   0.195070E+02   0.750131E-01  -0.684556E+02
  1099   0.114112E+04   0.192776E+02   0.750384E-01  -0.679671E+02
  1100   0.114303E+04   0.190514E+02   0.750634E-01  -0.674585E+02
  1101   0.114487E+04   0.188268E+02   0.750882E-01  -0.669349E+02
  1102   0.114680E+04   0.186054E+02   0.751127E-01  -0.663940E+02
  1103   0.114852E+04   0.183872E+02   0.751369E-01  -0.658388E+02
  1104   0.115026E+04   0.181728E+02   0.751607E-01  -0.652677E+02
  1105   0.115185E+04   0.179608E+02   0.751843E-01  -0.646829E+02
  1106   0.115346E+04   0.177511E+02   0.752075E-01  -0.640828E+02
  1107   0.115500E+04   0.175453E+02   0.752303E-01  -0.634690E+02
  1108   0.115648E+04   0.173418E+02   0.752527E-01  -0.628420E+02
  1109   0.115783E+04   0.171400E+02   0.752748E-01  -0.622011E+02
  1110   0.115919E+04   0.169441E+02   0.752964E-01  -0.615477E+02
  1111   0.116041E+04   0.167514E+02   0.753177E-01  -0.608810E+02
  1112   0.116172E+04   0.165617E+02   0.753384E-01  -0.602032E+02
  1113   0.116282E+04   0.163765E+02   0.753588E-01  -0.595120E+02
  1114   0.116386E+04   0.161936E+02   0.753786E-01  -0.588103E+02
  1115   0.116491E+04   0.160153E+02   0.753980E-01  -0.580980E+02
  1116   0.116590E+04   0.158407E+02   0.754168E-01  -0.573744E+02
  1117   0.116676E+04   0.156699E+02   0.754351E-01  -0.566409E+02
  1118   0.116755E+04   0.155035E+02   0.754529E-01  -0.558958E+02
  1119   0.116836E+04   0.153402E+02   0.754702E-01  -0.551422E+02
  1120   0.116903E+04   0.151814E+02   0.754869E-01  -0.543791E+02
  1121   0.116963E+04   0.150263E+02   0.755030E-01  -0.536059E+02
  1122   0.117018E+04   0.148749E+02   0.755185E-01  -0.528254E+02
  1123   0.117059E+04   0.147287E+02   0.755334E-01  -0.520368E+02
  1124   0.117102E+04   0.145855E+02   0.755477E-01  -0.512401E+02
  1125   0.117131E+04   0.144468E+02   0.755613E-01  -0.504351E+02
  1126   0.117154E+04   0.143125E+02   0.755743E-01  -0.496240E+02
  1127   0.117171E+04   0.141819E+02   0.755867E-01  -0.488061E+02
  1128   0.117182E+04   0.140565E+02   0.755983E-01  -0.479826E+02
  1129   0.117186E+04   0.139355E+02   0.756093E-01  -0.471522E+02
  1130   0.117170E+04   0.138182E+02   0.756196E-01  -0.463169E+02
  1131   0.117162E+04   0.137053E+02   0.756291E-01  -0.454774E+02
  1132   0.117141E+04   0.135968E+02   0.756379E-01  -0.446322E+02
  1133   0.117107E+04   0.134935E+02   0.756460E-01  -0.437834E+02
  1134   0.117073E+04   0.133938E+02   0.756533E-01  -0.429302E+02
  1135   0.117026E+04   0.132986E+02   0.756598E-01  -0.420733E+02
  1136   0.116973E+04   0.132085E+02   0.756656E-01  -0.412148E+02
  1137   0.116914E+04   0.131220E+02   0.756706E-01  -0.403516E+02
  1138   0.116849E+04   0.130415E+02   0.756747E-01  -0.394875E+02
  1139   0.116778E+04   0.129638E+02   0.756781E-01  -0.386201E+02
  1140   0.116693E+04   0.128920E+02   0.756806E-01  -0.377524E+02
  1141   0.116602E+04   0.128231E+02   0.756823E-01  -0.368827E+02
  1142   0.116505E+04   0.127601E+02   0.756832E-01  -0.360125E+02
  1143   0.116402E+04   0.127007E+02   0.756832E-01  -0.351424E+02
  1144   0.116278E+04   0.126457E+02   0.756823E-01  -0.342724E+02
  1145   0.116162E+04   0.125966E+02   0.756806E-01  -0.334024E+02
  1146   0.116033E+04   0.125511E+02   0.756780E-01  -0.325330E+02
  1147   0.115898E+04   0.125107E+02   0.756745E-01  -0.316650E+02
  1148   0.115749E+04   0.124740E+02   0.756701E-01  -0.307983E+02
  1149   0.115601E+04   0.124423E+02   0.756648E-01  -0.299342E+02
  1150   0.115440E+04   0.124151E+02   0.756586E-01  -0.290719E+02
  1151   0.115280E+04   0.123922E+02   0.756515E-01  -0.282122E+02
  1152   0.115099E+04   0.123737E+02   0.756435E-01  -0.273557E+02
  1153   0.114927E+04   0.123603E+02   0.756345E-01  -0.265032E+02
  1154   0.114741E+04   0.123514E+02   0.756247E-01  -0.256530E+02
  1155   0.114548E+04   0.123468E+02   0.756139E-01  -0.248073E+02
  1156   0.114342E+04   0.123459E+02   0.756021E-01  -0.239669E+02
  1157   0.114130E+04   0.123493E+02   0.755895E-01  -0.231302E+02
  1158   0.113919E+04   0.123580E+02   0.755759E-01  -0.222994E+02
  1159   0.113701E+04   0.123703E+02   0.755613E-01  -0.214736E+02
  1160   0.113462E+04   0.123878E+02   0.755458E-01  -0.206552E+02
  1161   0.113232E+04   0.124089E+02   0.755294E-01  -0.198418E+02
  1162   0.112988E+04   0.124346E+02   0.755120E-01  -0.190355E+02
  1163   0.112738E+04   0.124646E+02   0.754936E-01  -0.182364E+02
  1164   0.112488E+04   0.124991E+02   0.754744E-01  -0.174444E+02
  1165   0.112225E+04   0.125373E+02   0.754542E-01  -0.166594E+02
  1166   0.111948E+04   0.125800E+02   0.754330E-01  -0.158828E+02
  1167   0.111680E+04   0.126264E+02   0.754109E-01  -0.151148E+02
